SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmount,FreightAmount,CarrierTrackingNumber,CustomerPONumber,RevisionNumber
SO43713,1,27601,310,20170703,20170713,20170710,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43714,1,13591,311,20170703,20170713,20170710,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43715,1,16483,314,20170703,20170713,20170710,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43716,1,16529,311,20170703,20170713,20170710,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43717,1,25249,336,20170703,20170713,20170710,1,6,9,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43718,1,27668,311,20170703,20170713,20170710,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43719,1,27612,312,20170703,20170713,20170710,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43720,1,13264,311,20170703,20170713,20170710,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43721,1,13590,310,20170703,20170713,20170710,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43722,1,13581,312,20170704,20170714,20170711,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43723,1,14520,332,20170704,20170714,20170711,1,100,1,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43724,1,16520,311,20170704,20170714,20170711,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43725,1,13258,311,20170704,20170714,20170711,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43726,1,14560,332,20170704,20170714,20170711,1,100,4,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43727,1,16607,311,20170704,20170714,20170711,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43728,1,27666,313,20170705,20170715,20170712,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43729,1,11238,346,20170705,20170715,20170712,1,98,10,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43730,1,25861,346,20170705,20170715,20170712,1,100,4,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43731,1,16629,314,20170705,20170715,20170712,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43732,1,11025,350,20170705,20170715,20170712,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43733,1,27577,312,20170705,20170715,20170712,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43734,1,27604,312,20170705,20170715,20170712,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43735,1,16522,310,20170705,20170715,20170712,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43736,1,11002,346,20170705,20170715,20170712,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43737,1,13261,311,20170706,20170716,20170713,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43738,1,11606,312,20170706,20170716,20170713,1,39,7,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43739,1,13563,310,20170706,20170716,20170713,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43740,1,16527,312,20170706,20170716,20170713,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43741,1,27671,310,20170706,20170716,20170713,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43742,1,13576,314,20170706,20170716,20170713,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43743,1,11007,347,20170706,20170716,20170713,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43744,1,16631,313,20170706,20170716,20170713,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43745,1,16514,311,20170707,20170717,20170714,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43746,1,16616,312,20170707,20170717,20170714,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43747,1,27623,314,20170707,20170717,20170714,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43748,1,27625,313,20170707,20170717,20170714,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43749,1,27636,314,20170707,20170717,20170714,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43750,1,11591,311,20170707,20170717,20170714,1,39,7,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43751,1,11592,313,20170707,20170717,20170714,1,39,7,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43752,1,13265,311,20170707,20170717,20170714,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43753,1,16482,310,20170707,20170717,20170714,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43754,1,27617,312,20170708,20170718,20170715,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43755,1,27670,311,20170708,20170718,20170715,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43756,1,19941,332,20170708,20170718,20170715,1,98,10,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43757,1,11017,350,20170708,20170718,20170715,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43758,1,27646,310,20170708,20170718,20170715,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43759,1,13257,310,20170708,20170718,20170715,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43760,1,16352,314,20170708,20170718,20170715,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43761,1,16493,310,20170708,20170718,20170715,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43762,1,27578,314,20170709,20170719,20170716,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43763,1,16525,313,20170709,20170719,20170716,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43764,1,16612,310,20170709,20170719,20170716,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43765,1,11010,346,20170709,20170719,20170716,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43766,1,16518,313,20170709,20170719,20170716,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43767,1,11001,350,20170709,20170719,20170716,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43768,1,27649,312,20170710,20170720,20170717,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43769,1,21659,312,20170710,20170720,20170717,1,19,6,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43770,1,27614,312,20170710,20170720,20170717,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43771,1,14559,330,20170710,20170720,20170717,1,100,4,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43772,1,16524,312,20170710,20170720,20170717,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43773,1,16526,314,20170710,20170720,20170717,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43774,1,16348,313,20170710,20170720,20170717,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43775,1,11027,347,20170710,20170720,20170717,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43776,1,13260,314,20170710,20170720,20170717,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43777,1,16515,311,20170710,20170720,20170717,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43778,1,11018,345,20170710,20170720,20170717,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43779,1,25252,326,20170710,20170720,20170717,1,6,9,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43780,1,11599,311,20170711,20170721,20170718,1,39,7,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43781,1,16495,312,20170711,20170721,20170718,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43782,1,16516,312,20170711,20170721,20170718,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43783,1,16620,312,20170711,20170721,20170718,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43784,1,27667,310,20170712,20170722,20170719,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43785,1,11601,311,20170712,20170722,20170719,1,39,7,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43786,1,11607,311,20170712,20170722,20170719,1,39,7,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43787,1,29385,344,20170712,20170722,20170719,1,29,8,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43788,1,11239,351,20170712,20170722,20170719,1,98,10,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43789,1,25865,351,20170712,20170722,20170719,1,100,1,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43790,1,25857,344,20170712,20170722,20170719,1,100,1,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43791,1,16484,314,20170712,20170722,20170719,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43792,1,16623,312,20170712,20170722,20170719,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43793,1,11000,344,20170712,20170722,20170719,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43794,1,11029,347,20170712,20170722,20170719,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43795,1,27615,312,20170713,20170723,20170720,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43796,1,17956,342,20170713,20170723,20170720,1,39,7,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43797,1,16345,312,20170713,20170723,20170720,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43798,1,16521,310,20170713,20170723,20170720,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43799,1,16636,312,20170713,20170723,20170720,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43800,1,21710,311,20170713,20170723,20170720,1,19,6,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43801,1,13583,311,20170713,20170723,20170720,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43802,1,11593,312,20170713,20170723,20170720,1,39,7,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43803,1,21741,314,20170714,20170724,20170721,1,19,6,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43804,1,13585,310,20170714,20170724,20170721,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43805,1,14510,328,20170714,20170724,20170721,1,100,1,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43806,1,16523,312,20170714,20170724,20170721,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43807,1,11611,312,20170714,20170724,20170721,1,39,7,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43808,1,13259,313,20170714,20170724,20170721,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43809,1,16350,310,20170714,20170724,20170721,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43810,1,11004,345,20170714,20170724,20170721,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43811,1,11026,346,20170714,20170724,20170721,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43812,1,27662,312,20170715,20170725,20170722,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43813,1,28390,350,20170715,20170725,20170722,1,39,7,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43814,1,25866,350,20170715,20170725,20170722,1,100,1,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43815,1,16494,311,20170715,20170725,20170722,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43816,1,16496,314,20170715,20170725,20170722,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43817,1,16519,310,20170715,20170725,20170722,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43818,1,16528,312,20170715,20170725,20170722,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43819,1,11006,346,20170715,20170725,20170722,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43820,1,27651,312,20170715,20170725,20170722,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43821,1,27663,310,20170715,20170725,20170722,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43822,1,27669,313,20170715,20170725,20170722,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43823,1,19942,342,20170715,20170725,20170722,1,98,10,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43824,1,14558,338,20170715,20170725,20170722,1,100,1,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43825,1,16349,313,20170715,20170725,20170722,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43826,1,11008,348,20170715,20170725,20170722,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43827,1,25250,338,20170715,20170725,20170722,1,6,9,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43828,1,27605,310,20170716,20170726,20170723,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43829,1,27611,310,20170716,20170726,20170723,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43830,1,16347,311,20170716,20170726,20170723,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43831,1,11028,349,20170716,20170726,20170723,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43832,1,13584,310,20170716,20170726,20170723,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43833,1,21727,310,20170716,20170726,20170723,1,19,6,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43834,1,28393,348,20170716,20170726,20170723,1,39,7,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43835,1,19802,348,20170716,20170726,20170723,1,19,6,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43836,1,26620,324,20170716,20170726,20170723,1,19,6,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43837,1,11009,350,20170716,20170726,20170723,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43838,1,27641,313,20170717,20170727,20170724,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43839,1,27673,311,20170717,20170727,20170724,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43840,1,17957,326,20170717,20170727,20170724,1,39,7,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43841,1,13406,314,20170717,20170727,20170724,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43842,1,16630,312,20170717,20170727,20170724,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43918,1,22041,313,20170717,20170727,20170724,1,19,6,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43919,1,12124,314,20170717,20170727,20170724,1,39,7,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43920,1,28066,313,20170717,20170727,20170724,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43921,1,16743,313,20170717,20170727,20170724,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43922,1,13546,310,20170717,20170727,20170724,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43923,1,28018,312,20170718,20170728,20170725,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43924,1,12132,310,20170718,20170728,20170725,1,39,7,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43925,1,16661,314,20170718,20170728,20170725,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43926,1,11055,351,20170718,20170728,20170725,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43927,1,16662,314,20170718,20170728,20170725,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43928,1,16740,313,20170718,20170728,20170725,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43929,1,25270,322,20170718,20170728,20170725,1,6,9,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43930,1,28038,312,20170719,20170729,20170726,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43931,1,13548,313,20170719,20170729,20170726,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43932,1,16741,314,20170719,20170729,20170726,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43933,1,11031,347,20170719,20170729,20170726,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43934,1,11034,346,20170719,20170729,20170726,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43935,1,20048,334,20170719,20170729,20170726,1,98,10,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43936,1,28065,311,20170719,20170729,20170726,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43937,1,17047,312,20170719,20170729,20170726,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43938,1,16686,310,20170719,20170729,20170726,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43939,1,16659,312,20170719,20170729,20170726,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43940,1,25294,336,20170719,20170729,20170726,1,6,9,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43941,1,13600,314,20170720,20170730,20170727,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43942,1,17051,310,20170720,20170730,20170727,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43943,1,14565,338,20170720,20170730,20170727,1,100,4,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43944,1,11054,344,20170720,20170730,20170727,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43945,1,16675,310,20170720,20170730,20170727,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43946,1,16687,313,20170720,20170730,20170727,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43947,1,16712,310,20170720,20170730,20170727,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43948,1,11047,345,20170720,20170730,20170727,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43949,1,27726,310,20170720,20170730,20170727,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43950,1,28014,311,20170720,20170730,20170727,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43951,1,16696,311,20170720,20170730,20170727,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43952,1,16639,312,20170720,20170730,20170727,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43953,1,20049,342,20170721,20170731,20170728,1,98,10,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43954,1,13602,311,20170721,20170731,20170728,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43955,1,13661,314,20170721,20170731,20170728,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43956,1,11030,344,20170721,20170731,20170728,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43957,1,28068,313,20170721,20170731,20170728,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43958,1,16658,312,20170721,20170731,20170728,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43959,1,11035,348,20170721,20170731,20170728,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43960,1,11046,349,20170721,20170731,20170728,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43961,1,28031,311,20170722,20170801,20170729,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43962,1,28076,312,20170722,20170801,20170729,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43963,1,16685,314,20170722,20170801,20170729,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43964,1,16745,312,20170722,20170801,20170729,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43965,1,11038,351,20170722,20170801,20170729,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43966,1,11039,347,20170722,20170801,20170729,1,6,9,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
SO43967,1,28040,313,20170722,20170801,20170729,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43968,1,28067,313,20170722,20170801,20170729,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43969,1,28071,310,20170722,20170801,20170729,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43970,1,16684,311,20170722,20170801,20170729,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43971,1,16657,314,20170722,20170801,20170729,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43972,1,21939,314,20170723,20170802,20170730,1,19,6,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43973,1,28039,312,20170723,20170802,20170730,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43974,1,13687,312,20170723,20170802,20170730,1,98,10,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43975,1,13540,312,20170723,20170802,20170730,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43976,1,28063,310,20170723,20170802,20170730,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43977,1,16703,312,20170723,20170802,20170730,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43978,1,28030,310,20170723,20170802,20170730,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43979,1,14576,322,20170723,20170802,20170730,1,100,1,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43980,1,11048,351,20170723,20170802,20170730,1,6,9,1,3374,99,3374,99,,0000,0,1898,0944,1898,0944,3374
SO43981,1,16664,314,20170723,20170802,20170730,1,6,9,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43982,1,25271,342,20170723,20170802,20170730,1,6,9,1,699,0982,699,0982,,0000,0,413,1463,413,1463,699
SO43983,1,28017,314,20170724,20170803,20170731,1,100,1,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43984,1,13545,311,20170724,20170803,20170731,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43985,1,13515,313,20170724,20170803,20170731,1,29,8,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43986,1,28070,310,20170724,20170803,20170731,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43987,1,28042,310,20170724,20170803,20170731,1,100,4,1,3578,27,3578,27,,0000,0,2171,2942,2171,2942,3578
SO43988,1,11244,344,20170724,20170803,20170731,1,98,10,1,3399,99,3399,99,,0000,0,1912,1544,1912,1544,3399
