SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmount,FreightAmount,CarrierTrackingNumber,CustomerPONumber,RevisionNumber
SO57813,2,14544,222,20191012,20191022,20191019,1,100,7,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57814,1,15679,528,20191012,20191022,20191019,1,100,7,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57814,2,15679,535,20191012,20191022,20191019,1,100,7,1,24,99,24,99,,0000,0,9,3463,9,3463,24
SO57814,3,15679,214,20191012,20191022,20191019,1,100,7,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57815,1,11542,529,20191012,20191022,20191019,1,98,10,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO57815,2,11542,538,20191012,20191022,20191019,1,98,10,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO57815,3,11542,481,20191012,20191022,20191019,1,98,10,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO57816,1,27940,529,20191012,20191022,20191019,1,98,10,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO57816,2,27940,217,20191012,20191022,20191019,1,98,10,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57817,1,12519,538,20191012,20191022,20191019,1,98,10,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO57818,1,29438,541,20191012,20191022,20191019,1,100,8,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO57818,2,29438,530,20191012,20191022,20191019,1,100,8,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57819,1,14970,541,20191012,20191022,20191019,1,98,10,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO57819,2,14970,530,20191012,20191022,20191019,1,98,10,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57819,3,14970,487,20191012,20191022,20191019,1,98,10,1,54,99,54,99,,0000,0,20,5663,20,5663,54
SO57820,1,14153,530,20191012,20191022,20191019,1,100,8,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57820,2,14153,217,20191012,20191022,20191019,1,100,8,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57820,3,14153,225,20191012,20191022,20191019,1,100,8,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57821,1,11740,537,20191012,20191022,20191019,1,19,6,1,35,35,,0000,0,13,09,13,09,35,2,8
SO57822,1,11206,528,20191012,20191022,20191019,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57822,2,11206,537,20191012,20191022,20191019,1,100,1,1,35,35,,0000,0,13,09,13,09,35,2,8
SO57822,3,11206,222,20191012,20191022,20191019,1,100,1,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57823,1,11783,528,20191012,20191022,20191019,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57823,2,11783,537,20191012,20191022,20191019,1,100,4,1,35,35,,0000,0,13,09,13,09,35,2,8
SO57823,3,11783,222,20191012,20191022,20191019,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57824,1,11730,528,20191012,20191022,20191019,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57824,2,11730,537,20191012,20191022,20191019,1,100,1,1,35,35,,0000,0,13,09,13,09,35,2,8
SO57824,3,11730,214,20191012,20191022,20191019,1,100,1,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57824,4,11730,465,20191012,20191022,20191019,1,100,1,1,24,49,24,49,,0000,0,9,1593,9,1593,24
SO57825,1,12553,478,20191012,20191022,20191019,1,100,7,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO57826,1,14270,587,20191012,20191022,20191019,1,100,4,1,769,49,769,49,,0000,0,419,7784,419,7784,769
SO57826,2,14270,485,20191012,20191022,20191019,1,100,4,1,21,98,21,98,,0000,0,8,2205,8,2205,21
SO57826,3,14270,480,20191012,20191022,20191019,1,100,4,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57827,1,13428,361,20191012,20191022,20191019,1,100,4,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO57827,2,13428,485,20191012,20191022,20191019,1,100,4,1,21,98,21,98,,0000,0,8,2205,8,2205,21
SO57828,1,13316,355,20191012,20191022,20191019,1,100,4,1,2319,99,2319,99,,0000,0,1265,6195,1265,6195,2319
SO57828,2,13316,528,20191012,20191022,20191019,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57828,3,13316,537,20191012,20191022,20191019,1,100,4,1,35,35,,0000,0,13,09,13,09,35,2,8
SO57828,4,13316,222,20191012,20191022,20191019,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57829,1,18005,560,20191012,20191022,20191019,1,100,8,1,1214,85,1214,85,,0000,0,755,1508,755,1508,1214
SO57829,2,18005,222,20191012,20191022,20191019,1,100,8,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57830,1,28369,569,20191012,20191022,20191019,1,100,8,1,742,35,742,35,,0000,0,461,4448,461,4448,742
SO57830,2,28369,214,20191012,20191022,20191019,1,100,8,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57831,1,17064,587,20191012,20191022,20191019,1,6,9,1,769,49,769,49,,0000,0,419,7784,419,7784,769
SO57831,2,17064,486,20191012,20191022,20191019,1,6,9,1,159,159,,0000,0,59,466,59,466,159,12,72
SO57832,1,28314,604,20191012,20191022,20191019,1,6,9,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO57832,2,28314,477,20191012,20191022,20191019,1,6,9,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57832,3,28314,479,20191012,20191022,20191019,1,6,9,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO57833,1,12706,359,20191012,20191022,20191019,1,6,9,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO57833,2,12706,485,20191012,20191022,20191019,1,6,9,1,21,98,21,98,,0000,0,8,2205,8,2205,21
SO57833,3,12706,477,20191012,20191022,20191019,1,6,9,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57833,4,12706,478,20191012,20191022,20191019,1,6,9,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO57834,1,12987,359,20191012,20191022,20191019,1,6,9,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO57835,1,23385,577,20191012,20191022,20191019,1,19,6,1,1214,85,1214,85,,0000,0,755,1508,755,1508,1214
SO57835,2,23385,541,20191012,20191022,20191019,1,19,6,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO57835,3,23385,530,20191012,20191022,20191019,1,19,6,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57835,4,23385,480,20191012,20191022,20191019,1,19,6,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57836,1,25184,561,20191012,20191022,20191019,1,100,4,1,2384,07,2384,07,,0000,0,1481,9379,1481,9379,2384
SO57836,2,25184,491,20191012,20191022,20191019,1,100,4,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO57837,1,21595,606,20191012,20191022,20191019,2,19,6,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO57837,2,21595,538,20191012,20191022,20191019,1,19,6,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO57837,3,21595,529,20191012,20191022,20191019,1,19,6,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO57837,4,21595,222,20191012,20191022,20191019,1,19,6,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57838,1,23127,584,20191012,20191022,20191019,1,100,4,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO57838,2,23127,529,20191012,20191022,20191019,1,100,4,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO57838,3,23127,538,20191012,20191022,20191019,1,100,4,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO57839,1,22106,584,20191012,20191022,20191019,1,100,4,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO57839,2,22106,477,20191012,20191022,20191019,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57839,3,22106,479,20191012,20191022,20191019,1,100,4,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO57840,1,20031,388,20191012,20191022,20191019,1,100,4,1,1120,49,1120,49,,0000,0,713,0798,713,0798,1120
SO57840,2,20031,217,20191012,20191022,20191019,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57841,1,20040,382,20191012,20191022,20191019,1,100,4,1,1120,49,1120,49,,0000,0,713,0798,713,0798,1120
SO57841,2,20040,214,20191012,20191022,20191019,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57842,1,15697,561,20191012,20191022,20191019,1,100,8,1,2384,07,2384,07,,0000,0,1481,9379,1481,9379,2384
SO57842,2,15697,477,20191012,20191022,20191019,1,100,8,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57842,3,15697,479,20191012,20191022,20191019,1,100,8,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO57842,4,15697,225,20191012,20191022,20191019,1,100,8,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57842,5,15697,490,20191012,20191022,20191019,1,100,8,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO57843,1,24921,390,20191013,20191023,20191020,1,6,9,1,1120,49,1120,49,,0000,0,713,0798,713,0798,1120
SO57843,2,24921,222,20191013,20191023,20191020,1,6,9,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57843,3,24921,463,20191013,20191023,20191020,1,6,9,1,24,49,24,49,,0000,0,9,1593,9,1593,24
SO57844,1,13261,363,20191013,20191023,20191020,1,100,8,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO57844,2,13261,478,20191013,20191023,20191020,1,100,8,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO57844,3,13261,214,20191013,20191023,20191020,1,100,8,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57845,1,11592,361,20191013,20191023,20191020,1,100,7,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO57845,2,11592,480,20191013,20191023,20191020,1,100,7,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57846,1,12308,359,20191013,20191023,20191020,1,100,7,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO57846,2,12308,478,20191013,20191023,20191020,1,100,7,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO57846,3,12308,217,20191013,20191023,20191020,1,100,7,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57847,1,11588,353,20191013,20191023,20191020,2,100,7,1,2319,99,2319,99,,0000,0,1265,6195,1265,6195,2319
SO57848,1,12787,479,20191013,20191023,20191020,1,100,1,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO57848,2,12787,477,20191013,20191023,20191020,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57848,3,12787,480,20191013,20191023,20191020,1,100,1,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57849,1,14074,539,20191013,20191023,20191020,1,6,9,1,24,99,24,99,,0000,0,9,3463,9,3463,24
SO57849,2,14074,480,20191013,20191023,20191020,1,6,9,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57850,1,14232,539,20191013,20191023,20191020,1,6,9,1,24,99,24,99,,0000,0,9,3463,9,3463,24
SO57850,2,14232,480,20191013,20191023,20191020,1,6,9,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57851,1,18294,485,20191013,20191023,20191020,1,6,9,1,21,98,21,98,,0000,0,8,2205,8,2205,21
SO57851,2,18294,489,20191013,20191023,20191020,1,6,9,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO57852,1,19106,541,20191013,20191023,20191020,1,6,9,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO57852,2,19106,530,20191013,20191023,20191020,1,6,9,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57852,3,19106,225,20191013,20191023,20191020,1,6,9,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57853,1,18295,480,20191013,20191023,20191020,1,6,9,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57854,1,12696,486,20191013,20191023,20191020,1,6,9,1,159,159,,0000,0,59,466,59,466,159,12,72
SO57855,1,20912,587,20191013,20191023,20191020,1,100,8,1,769,49,769,49,,0000,0,419,7784,419,7784,769
SO57855,2,20912,528,20191013,20191023,20191020,1,100,8,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57855,3,20912,536,20191013,20191023,20191020,1,100,8,1,29,99,29,99,,0000,0,11,2163,11,2163,29
SO57855,4,20912,481,20191013,20191023,20191020,1,100,8,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO57856,1,28969,491,20191013,20191023,20191020,1,19,1,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO57856,2,28969,225,20191013,20191023,20191020,1,19,1,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57857,1,11505,539,20191013,20191023,20191020,1,19,6,1,24,99,24,99,,0000,0,9,3463,9,3463,24
SO57858,1,14091,539,20191013,20191023,20191020,1,19,6,1,24,99,24,99,,0000,0,9,3463,9,3463,24
SO57859,1,28347,530,20191013,20191023,20191020,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57859,2,28347,479,20191013,20191023,20191020,1,100,1,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO57859,3,28347,477,20191013,20191023,20191020,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57859,4,28347,487,20191013,20191023,20191020,1,100,1,1,54,99,54,99,,0000,0,20,5663,20,5663,54
SO57860,1,26628,530,20191013,20191023,20191020,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57860,2,26628,541,20191013,20191023,20191020,1,100,1,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO57860,3,26628,480,20191013,20191023,20191020,2,100,1,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57861,1,11176,541,20191013,20191023,20191020,1,19,6,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO57861,2,11176,530,20191013,20191023,20191020,1,19,6,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57861,3,11176,480,20191013,20191023,20191020,2,19,6,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57862,1,25197,540,20191013,20191023,20191020,1,100,4,1,32,6,32,6,,0000,0,12,1924,12,1924,32
SO57862,2,25197,529,20191013,20191023,20191020,1,100,4,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO57863,1,11510,535,20191013,20191023,20191020,1,19,6,1,24,99,24,99,,0000,0,9,3463,9,3463,24
SO57863,2,11510,528,20191013,20191023,20191020,1,19,6,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57863,3,11510,480,20191013,20191023,20191020,2,19,6,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57864,1,24945,540,20191013,20191023,20191020,1,100,1,1,32,6,32,6,,0000,0,12,1924,12,1924,32
SO57864,2,24945,483,20191013,20191023,20191020,1,100,1,1,120,120,,0000,0,44,88,44,88,120,9,6
SO57865,1,11223,225,20191013,20191023,20191020,1,19,6,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57865,2,11223,540,20191013,20191023,20191020,1,19,6,1,32,6,32,6,,0000,0,12,1924,12,1924,32
SO57866,1,22891,536,20191013,20191023,20191020,1,100,4,1,29,99,29,99,,0000,0,11,2163,11,2163,29
SO57866,2,22891,528,20191013,20191023,20191020,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57866,3,22891,214,20191013,20191023,20191020,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57867,1,22286,536,20191013,20191023,20191020,1,100,4,1,29,99,29,99,,0000,0,11,2163,11,2163,29
SO57867,2,22286,528,20191013,20191023,20191020,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57868,1,20637,478,20191013,20191023,20191020,1,100,4,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO57869,1,21455,477,20191013,20191023,20191020,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57869,2,21455,478,20191013,20191023,20191020,1,100,1,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO57870,1,18572,225,20191013,20191023,20191020,1,100,4,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57870,2,18572,477,20191013,20191023,20191020,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57871,1,28290,528,20191013,20191023,20191020,1,19,6,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57871,2,28290,465,20191013,20191023,20191020,1,19,6,1,24,49,24,49,,0000,0,9,1593,9,1593,24
SO57871,3,28290,222,20191013,20191023,20191020,1,19,6,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57872,1,14876,528,20191013,20191023,20191020,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57872,2,14876,484,20191013,20191023,20191020,1,100,4,1,7,95,7,95,,0000,0,2,9733,2,9733,7
SO57873,1,20478,485,20191013,20191023,20191020,1,19,6,1,21,98,21,98,,0000,0,8,2205,8,2205,21
SO57873,2,20478,228,20191013,20191023,20191020,1,19,6,1,49,99,49,99,,0000,0,38,4923,38,4923,49
SO57873,3,20478,465,20191013,20191023,20191020,1,19,6,1,24,49,24,49,,0000,0,9,1593,9,1593,24
SO57874,1,14799,474,20191013,20191023,20191020,1,98,10,1,69,99,69,99,,0000,0,26,1763,26,1763,69
SO57875,1,16601,476,20191013,20191023,20191020,1,98,10,1,69,99,69,99,,0000,0,26,1763,26,1763,69
SO57875,2,16601,225,20191013,20191023,20191020,1,98,10,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57876,1,17844,528,20191013,20191023,20191020,1,98,10,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57876,2,17844,535,20191013,20191023,20191020,1,98,10,1,24,99,24,99,,0000,0,9,3463,9,3463,24
SO57876,3,17844,486,20191013,20191023,20191020,1,98,10,1,159,159,,0000,0,59,466,59,466,159,12,72
SO57877,1,28468,538,20191013,20191023,20191020,1,98,10,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO57877,2,28468,529,20191013,20191023,20191020,1,98,10,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO57877,3,28468,214,20191013,20191023,20191020,1,98,10,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57878,1,12664,541,20191013,20191023,20191020,1,98,10,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO57878,2,12664,530,20191013,20191023,20191020,1,98,10,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57878,3,12664,222,20191013,20191023,20191020,1,98,10,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57879,1,24133,530,20191013,20191023,20191020,1,100,7,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57879,2,24133,225,20191013,20191023,20191020,1,100,7,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57879,3,24133,217,20191013,20191023,20191020,1,100,7,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57880,1,27164,529,20191013,20191023,20191020,1,98,10,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO57881,1,26973,529,20191013,20191023,20191020,1,98,10,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO57881,2,26973,222,20191013,20191023,20191020,1,98,10,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57882,1,28455,541,20191013,20191023,20191020,1,100,8,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO57882,2,28455,530,20191013,20191023,20191020,1,100,8,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57882,3,28455,225,20191013,20191023,20191020,1,100,8,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57883,1,28882,530,20191013,20191023,20191020,1,100,7,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57883,2,28882,480,20191013,20191023,20191020,2,100,7,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57884,1,11200,537,20191013,20191023,20191020,1,19,6,1,35,35,,0000,0,13,09,13,09,35,2,8
SO57885,1,11842,537,20191013,20191023,20191020,1,100,1,1,35,35,,0000,0,13,09,13,09,35,2,8
SO57885,2,11842,528,20191013,20191023,20191020,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57886,1,12605,478,20191013,20191023,20191020,1,100,8,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO57887,1,16999,580,20191013,20191023,20191020,1,100,4,1,1700,99,1700,99,,0000,0,1082,51,1082,51,1700
SO57887,2,16999,214,20191013,20191023,20191020,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57888,1,14334,587,20191013,20191023,20191020,1,100,1,1,769,49,769,49,,0000,0,419,7784,419,7784,769
SO57888,2,14334,475,20191013,20191023,20191020,1,100,1,1,69,99,69,99,,0000,0,26,1763,26,1763,69
SO57888,3,14334,225,20191013,20191023,20191020,1,100,1,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57889,1,13440,359,20191013,20191023,20191020,1,19,6,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO57889,2,13440,485,20191013,20191023,20191020,1,19,6,1,21,98,21,98,,0000,0,8,2205,8,2205,21
SO57889,3,13440,473,20191013,20191023,20191020,1,19,6,1,63,5,63,5,,0000,0,23,749,23,749,63
SO57890,1,13394,363,20191013,20191023,20191020,1,100,1,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO57890,2,13394,477,20191013,20191023,20191020,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57890,3,13394,478,20191013,20191023,20191020,1,100,1,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO57890,4,13394,225,20191013,20191023,20191020,1,100,1,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO57891,1,11241,568,20191013,20191023,20191020,1,100,7,1,742,35,742,35,,0000,0,461,4448,461,4448,742
SO57891,2,11241,541,20191013,20191023,20191020,1,100,7,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO57891,3,11241,530,20191013,20191023,20191020,1,100,7,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO57891,4,11241,214,20191013,20191023,20191020,1,100,7,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57892,1,19947,376,20191013,20191023,20191020,1,6,9,1,2443,35,2443,35,,0000,0,1554,9479,1554,9479,2443
SO57892,2,19947,540,20191013,20191023,20191020,1,6,9,1,32,6,32,6,,0000,0,12,1924,12,1924,32
SO57892,3,19947,480,20191013,20191023,20191020,1,6,9,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO57893,1,12995,363,20191013,20191023,20191020,1,6,9,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO57893,2,12995,487,20191013,20191023,20191020,1,6,9,1,54,99,54,99,,0000,0,20,5663,20,5663,54
SO57893,3,12995,484,20191013,20191023,20191020,1,6,9,1,7,95,7,95,,0000,0,2,9733,2,9733,7
SO57894,1,19788,376,20191013,20191023,20191020,1,6,9,1,2443,35,2443,35,,0000,0,1554,9479,1554,9479,2443
SO57894,2,19788,214,20191013,20191023,20191020,1,6,9,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO57895,1,24431,566,20191013,20191023,20191020,1,19,6,1,742,35,742,35,,0000,0,461,4448,461,4448,742
SO57895,2,24431,479,20191013,20191023,20191020,1,19,6,1,8,99,8,99,,0000,0,3,3623,3,3623,8
