SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmount,FreightAmount,CarrierTrackingNumber,CustomerPONumber,RevisionNumber
SO66549,3,18269,529,20200218,20200228,20200225,1,6,9,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66549,4,18269,487,20200218,20200228,20200225,1,6,9,1,54,99,54,99,,0000,0,20,5663,20,5663,54
SO66550,1,29238,571,20200218,20200228,20200225,1,100,4,1,742,35,742,35,,0000,0,461,4448,461,4448,742
SO66550,2,29238,479,20200218,20200228,20200225,1,100,4,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO66550,3,29238,473,20200218,20200228,20200225,1,100,4,1,63,5,63,5,,0000,0,23,749,23,749,63
SO66550,4,29238,477,20200218,20200228,20200225,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66551,1,24783,574,20200218,20200228,20200225,1,100,4,1,2384,07,2384,07,,0000,0,1481,9379,1481,9379,2384
SO66551,2,24783,530,20200218,20200228,20200225,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66551,3,24783,541,20200218,20200228,20200225,1,100,4,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO66551,4,24783,480,20200218,20200228,20200225,1,100,4,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO66552,1,25964,578,20200218,20200228,20200225,1,100,1,1,1214,85,1214,85,,0000,0,755,1508,755,1508,1214
SO66552,2,25964,214,20200218,20200228,20200225,1,100,1,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66553,1,24791,573,20200218,20200228,20200225,1,100,1,1,2384,07,2384,07,,0000,0,1481,9379,1481,9379,2384
SO66553,2,24791,222,20200218,20200228,20200225,1,100,1,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66554,1,23160,584,20200218,20200228,20200225,1,100,4,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO66554,2,23160,477,20200218,20200228,20200225,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66554,3,23160,479,20200218,20200228,20200225,1,100,4,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO66554,4,23160,483,20200218,20200228,20200225,1,100,4,1,120,120,,0000,0,44,88,44,88,120,9,6
SO66555,1,23163,605,20200218,20200228,20200225,1,100,4,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO66555,2,23163,529,20200218,20200228,20200225,1,100,4,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66555,3,23163,538,20200218,20200228,20200225,1,100,4,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO66555,4,23163,222,20200218,20200228,20200225,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66556,1,18904,605,20200218,20200228,20200225,1,100,4,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO66556,2,18904,477,20200218,20200228,20200225,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66556,3,18904,479,20200218,20200228,20200225,1,100,4,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO66556,4,18904,490,20200218,20200228,20200225,1,100,4,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO66557,1,26683,606,20200218,20200228,20200225,2,19,6,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO66557,2,26683,538,20200218,20200228,20200225,1,19,6,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO66557,3,26683,480,20200218,20200228,20200225,2,19,6,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO66557,4,26683,484,20200218,20200228,20200225,1,19,6,1,7,95,7,95,,0000,0,2,9733,2,9733,7
SO66558,1,21156,386,20200218,20200228,20200225,1,100,1,1,1120,49,1120,49,,0000,0,713,0798,713,0798,1120
SO66558,2,21156,539,20200218,20200228,20200225,1,100,1,1,24,99,24,99,,0000,0,9,3463,9,3463,24
SO66558,3,21156,529,20200218,20200228,20200225,1,100,1,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66559,1,21235,386,20200218,20200228,20200225,1,100,4,1,1120,49,1120,49,,0000,0,713,0798,713,0798,1120
SO66559,2,21235,479,20200218,20200228,20200225,1,100,4,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO66559,3,21235,477,20200218,20200228,20200225,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66560,1,21246,384,20200218,20200228,20200225,2,100,4,1,1120,49,1120,49,,0000,0,713,0798,713,0798,1120
SO66560,2,21246,237,20200218,20200228,20200225,2,100,4,1,49,99,49,99,,0000,0,38,4923,38,4923,49
SO66560,3,21246,465,20200218,20200228,20200225,1,100,4,1,24,49,24,49,,0000,0,9,1593,9,1593,24
SO66561,1,18052,582,20200218,20200228,20200225,1,100,4,1,1700,99,1700,99,,0000,0,1082,51,1082,51,1700
SO66561,2,18052,217,20200218,20200228,20200225,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66562,1,17868,582,20200218,20200228,20200225,1,100,4,1,1700,99,1700,99,,0000,0,1082,51,1082,51,1700
SO66562,2,17868,217,20200218,20200228,20200225,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66563,1,27802,606,20200218,20200228,20200225,2,98,10,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO66563,2,27802,538,20200218,20200228,20200225,1,98,10,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO66564,1,12398,606,20200218,20200228,20200225,2,100,7,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO66564,2,12398,538,20200218,20200228,20200225,1,100,7,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO66564,3,12398,529,20200218,20200228,20200225,1,100,7,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66564,4,12398,217,20200218,20200228,20200225,1,100,7,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66565,1,12355,573,20200218,20200228,20200225,1,6,9,1,2384,07,2384,07,,0000,0,1481,9379,1481,9379,2384
SO66565,2,12355,541,20200218,20200228,20200225,1,6,9,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO66565,3,12355,530,20200218,20200228,20200225,1,6,9,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66566,1,12680,575,20200218,20200228,20200225,1,6,9,1,2384,07,2384,07,,0000,0,1481,9379,1481,9379,2384
SO66566,2,12680,479,20200218,20200228,20200225,1,6,9,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO66566,3,12680,477,20200218,20200228,20200225,1,6,9,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66566,4,12680,488,20200218,20200228,20200225,1,6,9,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO66566,5,12680,225,20200218,20200228,20200225,1,6,9,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO66567,1,22451,581,20200219,20200229,20200226,1,98,10,1,1700,99,1700,99,,0000,0,1082,51,1082,51,1700
SO66567,2,22451,225,20200219,20200229,20200226,1,98,10,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO66568,1,22422,580,20200219,20200229,20200226,1,98,10,1,1700,99,1700,99,,0000,0,1082,51,1082,51,1700
SO66568,2,22422,214,20200219,20200229,20200226,1,98,10,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66569,1,14320,539,20200219,20200229,20200226,1,6,9,1,24,99,24,99,,0000,0,9,3463,9,3463,24
SO66569,2,14320,529,20200219,20200229,20200226,1,6,9,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66569,3,14320,483,20200219,20200229,20200226,1,6,9,1,120,120,,0000,0,44,88,44,88,120,9,6
SO66569,4,14320,488,20200219,20200229,20200226,1,6,9,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO66569,5,14320,225,20200219,20200229,20200226,1,6,9,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO66570,1,27495,537,20200219,20200229,20200226,1,6,9,1,35,35,,0000,0,13,09,13,09,35,2,8
SO66571,1,21881,528,20200219,20200229,20200226,1,6,9,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66571,2,21881,537,20200219,20200229,20200226,1,6,9,1,35,35,,0000,0,13,09,13,09,35,2,8
SO66571,3,21881,222,20200219,20200229,20200226,1,6,9,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66571,4,21881,490,20200219,20200229,20200226,1,6,9,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO66572,1,22960,477,20200219,20200229,20200226,1,6,9,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66573,1,12361,529,20200219,20200229,20200226,1,6,9,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66573,2,12361,486,20200219,20200229,20200226,1,6,9,1,159,159,,0000,0,59,466,59,466,159,12,72
SO66574,1,17304,222,20200219,20200229,20200226,1,6,9,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66575,1,27464,529,20200219,20200229,20200226,1,6,9,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66575,2,27464,480,20200219,20200229,20200226,1,6,9,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO66576,1,18176,363,20200219,20200229,20200226,1,100,8,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO66576,2,18176,477,20200219,20200229,20200226,1,100,8,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66576,3,18176,478,20200219,20200229,20200226,1,100,8,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO66576,4,18176,214,20200219,20200229,20200226,1,100,8,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66577,1,13784,359,20200219,20200229,20200226,1,98,10,1,2294,99,2294,99,,0000,0,1251,9813,1251,9813,2294
SO66578,1,20164,376,20200219,20200229,20200226,1,98,10,1,2443,35,2443,35,,0000,0,1554,9479,1554,9479,2443
SO66578,2,20164,484,20200219,20200229,20200226,1,98,10,1,7,95,7,95,,0000,0,2,9733,2,9733,7
SO66579,1,16328,587,20200219,20200229,20200226,1,98,10,1,769,49,769,49,,0000,0,419,7784,419,7784,769
SO66579,2,16328,228,20200219,20200229,20200226,1,98,10,1,49,99,49,99,,0000,0,38,4923,38,4923,49
SO66580,1,11672,488,20200219,20200229,20200226,1,100,4,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO66581,1,12066,237,20200219,20200229,20200226,1,100,4,1,49,99,49,99,,0000,0,38,4923,38,4923,49
SO66582,1,11841,538,20200219,20200229,20200226,1,19,6,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO66582,2,11841,480,20200219,20200229,20200226,1,19,6,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO66583,1,27644,538,20200219,20200229,20200226,1,100,1,1,21,49,21,49,,0000,0,8,0373,8,0373,21
SO66583,2,27644,480,20200219,20200229,20200226,1,100,1,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO66584,1,11769,528,20200219,20200229,20200226,1,19,6,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66584,2,11769,535,20200219,20200229,20200226,1,19,6,1,24,99,24,99,,0000,0,9,3463,9,3463,24
SO66584,3,11769,480,20200219,20200229,20200226,2,19,6,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO66584,4,11769,483,20200219,20200229,20200226,1,19,6,1,120,120,,0000,0,44,88,44,88,120,9,6
SO66585,1,24490,540,20200219,20200229,20200226,1,100,1,1,32,6,32,6,,0000,0,12,1924,12,1924,32
SO66585,2,24490,529,20200219,20200229,20200226,1,100,1,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66586,1,11711,529,20200219,20200229,20200226,1,19,6,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66586,2,11711,540,20200219,20200229,20200226,1,19,6,1,32,6,32,6,,0000,0,12,1924,12,1924,32
SO66586,3,11711,472,20200219,20200229,20200226,1,19,6,1,63,5,63,5,,0000,0,23,749,23,749,63
SO66587,1,13988,540,20200219,20200229,20200226,1,19,6,1,32,6,32,6,,0000,0,12,1924,12,1924,32
SO66587,2,13988,529,20200219,20200229,20200226,1,19,6,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66588,1,13760,540,20200219,20200229,20200226,1,19,6,1,32,6,32,6,,0000,0,12,1924,12,1924,32
SO66588,2,13760,529,20200219,20200229,20200226,1,19,6,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66589,1,24999,540,20200219,20200229,20200226,1,100,4,1,32,6,32,6,,0000,0,12,1924,12,1924,32
SO66590,1,22761,536,20200219,20200229,20200226,1,100,1,1,29,99,29,99,,0000,0,11,2163,11,2163,29
SO66590,2,22761,528,20200219,20200229,20200226,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66590,3,22761,222,20200219,20200229,20200226,1,100,1,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66591,1,20534,478,20200219,20200229,20200226,1,100,4,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO66591,2,20534,225,20200219,20200229,20200226,1,100,4,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO66591,3,20534,477,20200219,20200229,20200226,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66592,1,23248,478,20200219,20200229,20200226,1,100,1,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO66592,2,23248,477,20200219,20200229,20200226,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66592,3,23248,222,20200219,20200229,20200226,1,100,1,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66593,1,21467,478,20200219,20200229,20200226,1,100,1,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO66593,2,21467,477,20200219,20200229,20200226,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66593,3,21467,225,20200219,20200229,20200226,1,100,1,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO66594,1,22347,478,20200219,20200229,20200226,1,100,4,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO66594,2,22347,477,20200219,20200229,20200226,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66594,3,22347,222,20200219,20200229,20200226,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66595,1,13751,477,20200219,20200229,20200226,1,19,6,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66595,2,13751,491,20200219,20200229,20200226,1,19,6,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO66596,1,17266,477,20200219,20200229,20200226,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66596,2,17266,487,20200219,20200229,20200226,1,100,1,1,54,99,54,99,,0000,0,20,5663,20,5663,54
SO66597,1,25070,477,20200219,20200229,20200226,1,19,6,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66597,2,25070,473,20200219,20200229,20200226,1,19,6,1,63,5,63,5,,0000,0,23,749,23,749,63
SO66598,1,18934,476,20200219,20200229,20200226,1,100,1,1,69,99,69,99,,0000,0,26,1763,26,1763,69
SO66598,2,18934,490,20200219,20200229,20200226,1,100,1,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO66599,1,16647,477,20200219,20200229,20200226,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66599,2,16647,237,20200219,20200229,20200226,1,100,4,1,49,99,49,99,,0000,0,38,4923,38,4923,49
SO66600,1,15975,528,20200219,20200229,20200226,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66600,2,15975,480,20200219,20200229,20200226,2,100,1,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO66600,3,15975,486,20200219,20200229,20200226,1,100,1,1,159,159,,0000,0,59,466,59,466,159,12,72
SO66601,1,17674,528,20200219,20200229,20200226,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66601,2,17674,214,20200219,20200229,20200226,1,100,4,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66602,1,15740,528,20200219,20200229,20200226,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66602,2,15740,214,20200219,20200229,20200226,1,100,1,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66603,1,14350,485,20200219,20200229,20200226,1,100,1,1,21,98,21,98,,0000,0,8,2205,8,2205,21
SO66603,2,14350,478,20200219,20200229,20200226,1,100,1,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO66603,3,14350,477,20200219,20200229,20200226,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66603,4,14350,222,20200219,20200229,20200226,1,100,1,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66604,1,15096,474,20200219,20200229,20200226,1,100,8,1,69,99,69,99,,0000,0,26,1763,26,1763,69
SO66605,1,17930,536,20200219,20200229,20200226,1,100,7,1,29,99,29,99,,0000,0,11,2163,11,2163,29
SO66605,2,17930,528,20200219,20200229,20200226,1,100,7,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66605,3,17930,217,20200219,20200229,20200226,1,100,7,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66606,1,21028,528,20200219,20200229,20200226,1,98,10,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66606,2,21028,536,20200219,20200229,20200226,1,98,10,1,29,99,29,99,,0000,0,11,2163,11,2163,29
SO66606,3,21028,480,20200219,20200229,20200226,1,98,10,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO66607,1,21536,528,20200219,20200229,20200226,1,100,8,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66607,2,21536,536,20200219,20200229,20200226,1,100,8,1,29,99,29,99,,0000,0,11,2163,11,2163,29
SO66607,3,21536,222,20200219,20200229,20200226,1,100,8,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66607,4,21536,225,20200219,20200229,20200226,1,100,8,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO66608,1,24074,529,20200219,20200229,20200226,1,100,8,1,3,99,3,99,,0000,0,1,4923,1,4923,3
SO66608,2,24074,214,20200219,20200229,20200226,1,100,8,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66609,1,23929,541,20200219,20200229,20200226,1,100,7,1,28,99,28,99,,0000,0,10,8423,10,8423,28
SO66609,2,23929,530,20200219,20200229,20200226,1,100,7,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66609,3,23929,234,20200219,20200229,20200226,1,100,7,1,49,99,49,99,,0000,0,38,4923,38,4923,49
SO66610,1,15610,530,20200219,20200229,20200226,1,98,10,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66610,2,15610,214,20200219,20200229,20200226,1,98,10,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66611,1,11670,537,20200219,20200229,20200226,1,100,4,1,35,35,,0000,0,13,09,13,09,35,2,8
SO66611,2,11670,480,20200219,20200229,20200226,1,100,4,1,2,29,2,29,,0000,0,0,8565,0,8565,2
SO66612,1,14172,478,20200219,20200229,20200226,1,98,10,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO66612,2,14172,477,20200219,20200229,20200226,1,98,10,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66612,3,14172,465,20200219,20200229,20200226,1,98,10,1,24,49,24,49,,0000,0,9,1593,9,1593,24
SO66613,1,12535,225,20200219,20200229,20200226,1,100,8,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO66614,1,15543,485,20200219,20200229,20200226,1,19,6,1,21,98,21,98,,0000,0,8,2205,8,2205,21
SO66614,2,15543,228,20200219,20200229,20200226,1,19,6,1,49,99,49,99,,0000,0,38,4923,38,4923,49
SO66615,1,13716,591,20200219,20200229,20200226,1,100,4,1,564,99,564,99,,0000,0,308,2179,308,2179,564
SO66615,2,13716,478,20200219,20200229,20200226,1,100,4,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO66615,3,13716,477,20200219,20200229,20200226,1,100,4,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66615,4,13716,487,20200219,20200229,20200226,1,100,4,1,54,99,54,99,,0000,0,20,5663,20,5663,54
SO66616,1,16068,600,20200219,20200229,20200226,1,100,1,1,539,99,539,99,,0000,0,294,5797,294,5797,539
SO66616,2,16068,478,20200219,20200229,20200226,1,100,1,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO66616,3,16068,225,20200219,20200229,20200226,1,100,1,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO66616,4,16068,477,20200219,20200229,20200226,1,100,1,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66617,1,28686,570,20200219,20200229,20200226,1,100,8,1,742,35,742,35,,0000,0,461,4448,461,4448,742
SO66617,2,28686,477,20200219,20200229,20200226,1,100,8,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66617,3,28686,479,20200219,20200229,20200226,1,100,8,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO66617,4,28686,217,20200219,20200229,20200226,1,100,8,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66617,5,28686,225,20200219,20200229,20200226,1,100,8,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO66618,1,15130,357,20200219,20200229,20200226,1,6,9,1,2319,99,2319,99,,0000,0,1265,6195,1265,6195,2319
SO66618,2,15130,478,20200219,20200229,20200226,1,6,9,1,9,99,9,99,,0000,0,3,7363,3,7363,9
SO66618,3,15130,477,20200219,20200229,20200226,1,6,9,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66618,4,15130,214,20200219,20200229,20200226,1,6,9,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66618,5,15130,490,20200219,20200229,20200226,1,6,9,1,53,99,53,99,,0000,0,41,5723,41,5723,53
SO66619,1,24171,584,20200219,20200229,20200226,1,6,9,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO66619,2,24171,477,20200219,20200229,20200226,1,6,9,1,4,99,4,99,,0000,0,1,8663,1,8663,4
SO66619,3,24171,479,20200219,20200229,20200226,1,6,9,1,8,99,8,99,,0000,0,3,3623,3,3623,8
SO66619,4,24171,225,20200219,20200229,20200226,1,6,9,1,8,99,8,99,,0000,0,6,9223,6,9223,8
SO66620,1,27690,604,20200219,20200229,20200226,1,6,9,1,539,99,539,99,,0000,0,343,6496,343,6496,539
SO66620,2,27690,217,20200219,20200229,20200226,1,6,9,1,34,99,34,99,,0000,0,13,0863,13,0863,34
SO66621,1,21225,378,20200219,20200229,20200226,1,6,9,1,2443,35,2443,35,,0000,0,1554,9479,1554,9479,2443
SO66621,2,21225,479,20200219,20200229,20200226,1,6,9,1,8,99,8,99,,0000,0,3,3623,3,3623,8
