SalesOrderNumber;SalesOrderLineNumber;ResellerKey;ProductKey;OrderDateKey;DueDateKey;ShipDateKey;EmployeeKey;PromotionKey;CurrencyKey;SalesTerritoryKey;OrderQuantity;UnitPrice;ExtendedAmount;UnitPriceDiscountPct;DiscountAmount;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmount;FreightAmount;CarrierTrackingNumber;CustomerPONumber;RevisionNumber
SO48373;2;61;365;20181223;20190102;20181230;282;1;100;4;4;647,99;2 591,98;0;0,00;598,44;2 393,74;2 591,98;207,36;64,80;4C9A-49DD-BA;PO5539129597;1
SO48373;3;61;356;20181223;20190102;20181230;282;1;100;4;3;1 242,85;3 728,56;0;0,00;1 117,86;3 353,57;3 728,56;298,28;93,21;4C9A-49DD-BA;PO5539129597;1
SO48373;4;61;419;20181223;20190102;20181230;282;1;100;4;3;52,65;157,94;0;0,00;38,96;116,88;157,94;12,64;3,95;4C9A-49DD-BA;PO5539129597;1
SO48373;5;61;360;20181223;20190102;20181230;282;1;100;4;1;1 229,46;1 229,46;0;0,00;1 105,81;1 105,81;1 229,46;98,36;30,74;4C9A-49DD-BA;PO5539129597;1
SO48373;6;61;358;20181223;20190102;20181230;282;1;100;4;6;1 229,46;7 376,75;0;0,00;1 105,81;6 634,86;7 376,75;590,14;184,42;4C9A-49DD-BA;PO5539129597;1
SO48373;7;61;427;20181223;20190102;20181230;282;1;100;4;1;209,26;209,26;0;0,00;185,82;185,82;209,26;16,74;5,23;4C9A-49DD-BA;PO5539129597;1
SO48373;8;61;428;20181223;20190102;20181230;282;1;100;4;4;209,26;837,02;0;0,00;185,82;743,28;837,02;66,96;20,93;4C9A-49DD-BA;PO5539129597;1
SO48373;9;61;233;20181223;20190102;20181230;282;1;100;4;2;28,84;57,68;0;0,00;29,08;58,16;57,68;4,61;1,44;4C9A-49DD-BA;PO5539129597;1
SO48373;10;61;354;20181223;20190102;20181230;282;1;100;4;7;1 242,85;8 699,96;0;0,00;1 117,86;7 824,99;8 699,96;696,00;217,50;4C9A-49DD-BA;PO5539129597;1
SO48373;11;61;364;20181223;20190102;20181230;282;1;100;4;2;647,99;1 295,99;0;0,00;598,44;1 196,87;1 295,99;103,68;32,40;4C9A-49DD-BA;PO5539129597;1
SO48373;12;61;411;20181223;20190102;20181230;282;1;100;4;2;125,42;250,83;0;0,00;92,81;185,61;250,83;20,07;6,27;4C9A-49DD-BA;PO5539129597;1
SO48373;13;61;230;20181223;20190102;20181230;282;1;100;4;6;28,84;173,04;0;0,00;29,08;174,48;173,04;13,84;4,33;4C9A-49DD-BA;PO5539129597;1
SO48373;14;61;221;20181223;20190102;20181230;282;1;100;4;5;20,19;100,93;0;0,00;13,88;69,39;100,93;8,07;2,52;4C9A-49DD-BA;PO5539129597;1
SO48373;15;61;352;20181223;20190102;20181230;282;1;100;4;3;1 242,85;3 728,56;0;0,00;1 117,86;3 353,57;3 728,56;298,28;93,21;4C9A-49DD-BA;PO5539129597;1
SO48373;16;61;460;20181223;20190102;20181230;282;1;100;4;3;53,99;161,98;0;0,00;37,12;111,36;161,98;12,96;4,05;4C9A-49DD-BA;PO5539129597;1
SO48373;17;61;409;20181223;20190102;20181230;282;1;100;4;2;209,26;418,51;0;0,00;185,82;371,64;418,51;33,48;10,46;4C9A-49DD-BA;PO5539129597;1
SO48373;18;61;366;20181223;20190102;20181230;282;1;100;4;2;647,99;1 295,99;0;0,00;598,44;1 196,87;1 295,99;103,68;32,40;4C9A-49DD-BA;PO5539129597;1
SO48373;19;61;308;20181223;20190102;20181230;282;1;100;4;2;744,27;1 488,55;0;0,00;660,91;1 321,83;1 488,55;119,08;37,21;4C9A-49DD-BA;PO5539129597;1
SO48373;20;61;213;20181223;20190102;20181230;282;1;100;4;2;20,19;40,37;0;0,00;13,88;27,76;40,37;3,23;1,01;4C9A-49DD-BA;PO5539129597;1
SO48373;21;61;236;20181223;20190102;20181230;282;1;100;4;5;28,84;144,20;0;0,00;29,08;145,40;144,20;11,54;3,61;4C9A-49DD-BA;PO5539129597;1
SO48373;22;61;420;20181223;20190102;20181230;282;1;100;4;1;141,62;141,62;0;0,00;104,80;104,80;141,62;11,33;3,54;4C9A-49DD-BA;PO5539129597;1
SO48373;23;61;367;20181223;20190102;20181230;282;1;100;4;3;647,99;1 943,98;0;0,00;598,44;1 795,31;1 943,98;155,52;48,60;4C9A-49DD-BA;PO5539129597;1
SO48373;24;61;224;20181223;20190102;20181230;282;1;100;4;3;5,19;15,56;0;0,00;5,23;15,69;15,56;1,24;0,39;4C9A-49DD-BA;PO5539129597;1
SO48373;25;61;412;20181223;20190102;20181230;282;1;100;4;4;180,13;720,52;0;0,00;133,30;533,18;720,52;57,64;18,01;4C9A-49DD-BA;PO5539129597;1
SO48373;26;61;453;20181223;20190102;20181230;282;1;100;4;5;35,99;179,97;0;0,00;24,75;123,73;179,97;14,40;4,50;4C9A-49DD-BA;PO5539129597;1
SO48373;27;61;401;20181223;20190102;20181230;282;1;100;4;2;65,60;131,20;0;0,00;48,55;97,09;131,20;10,50;3,28;4C9A-49DD-BA;PO5539129597;1
SO48373;28;61;410;20181223;20190102;20181230;282;1;100;4;1;36,45;36,45;0;0,00;26,97;26,97;36,45;2,92;0,91;4C9A-49DD-BA;PO5539129597;1
SO48373;29;61;469;20181223;20190102;20181230;282;1;100;4;9;22,79;205,15;0;0,00;15,67;141,04;205,15;16,41;5,13;4C9A-49DD-BA;PO5539129597;1
SO48373;30;61;456;20181223;20190102;20181230;282;1;100;4;2;44,99;89,99;0;0,00;30,93;61,87;89,99;7,20;2,25;4C9A-49DD-BA;PO5539129597;1
SO48373;31;61;216;20181223;20190102;20181230;282;1;100;4;6;20,19;121,12;0;0,00;13,88;83,27;121,12;9,69;3,03;4C9A-49DD-BA;PO5539129597;1
SO48373;32;61;458;20181223;20190102;20181230;282;1;100;4;6;44,99;269,96;0;0,00;30,93;185,60;269,96;21,60;6,75;4C9A-49DD-BA;PO5539129597;1
SO48374;1;5;422;20181223;20190102;20181230;287;1;100;4;2;67,54;135,08;0;0,00;49,98;99,96;135,08;10,81;3,38;6271-4D04-BE;PO5510147369;1
SO48374;2;5;325;20181223;20190102;20181230;287;1;100;4;4;469,79;1 879,18;0;0,00;486,71;1 946,83;1 879,18;150,33;46,98;6271-4D04-BE;PO5510147369;1
SO48374;3;5;329;20181223;20190102;20181230;287;1;100;4;2;469,79;939,59;0;0,00;486,71;973,41;939,59;75,17;23,49;6271-4D04-BE;PO5510147369;1
SO48374;4;5;343;20181223;20190102;20181230;287;1;100;4;2;469,79;939,59;0;0,00;486,71;973,41;939,59;75,17;23,49;6271-4D04-BE;PO5510147369;1
SO48374;5;5;333;20181223;20190102;20181230;287;1;100;4;2;469,79;939,59;0;0,00;486,71;973,41;939,59;75,17;23,49;6271-4D04-BE;PO5510147369;1
SO48374;6;5;456;20181223;20190102;20181230;287;1;100;4;3;44,99;134,98;0;0,00;30,93;92,80;134,98;10,80;3,37;6271-4D04-BE;PO5510147369;1
SO48374;7;5;323;20181223;20190102;20181230;287;1;100;4;3;469,79;1 409,38;0;0,00;486,71;1 460,12;1 409,38;112,75;35,23;6271-4D04-BE;PO5510147369;1
SO48374;8;5;327;20181223;20190102;20181230;287;1;100;4;3;469,79;1 409,38;0;0,00;486,71;1 460,12;1 409,38;112,75;35,23;6271-4D04-BE;PO5510147369;1
SO48374;9;5;458;20181223;20190102;20181230;287;1;100;4;3;44,99;134,98;0;0,00;30,93;92,80;134,98;10,80;3,37;6271-4D04-BE;PO5510147369;1
SO48375;1;75;367;20181224;20190103;20181231;283;1;100;4;3;647,99;1 943,98;0;0,00;598,44;1 795,31;1 943,98;155,52;48,60;B5F1-4C2A-94;PO5597156214;1
SO48375;2;75;360;20181224;20190103;20181231;283;1;100;4;2;1 229,46;2 458,92;0;0,00;1 105,81;2 211,62;2 458,92;196,71;61,47;B5F1-4C2A-94;PO5597156214;1
SO48375;3;75;397;20181224;20190103;20181231;283;1;100;4;3;24,29;72,88;0;0,00;17,98;53,93;72,88;5,83;1,82;B5F1-4C2A-94;PO5597156214;1
SO48375;4;75;356;20181224;20190103;20181231;283;1;100;4;1;1 242,85;1 242,85;0;0,00;1 117,86;1 117,86;1 242,85;99,43;31,07;B5F1-4C2A-94;PO5597156214;1
SO48375;5;75;364;20181224;20190103;20181231;283;1;100;4;1;647,99;647,99;0;0,00;598,44;598,44;647,99;51,84;16,20;B5F1-4C2A-94;PO5597156214;1
SO48375;6;75;358;20181224;20190103;20181231;283;1;100;4;1;1 229,46;1 229,46;0;0,00;1 105,81;1 105,81;1 229,46;98,36;30,74;B5F1-4C2A-94;PO5597156214;1
SO48375;7;75;366;20181224;20190103;20181231;283;1;100;4;2;647,99;1 295,99;0;0,00;598,44;1 196,87;1 295,99;103,68;32,40;B5F1-4C2A-94;PO5597156214;1
SO48375;8;75;410;20181224;20190103;20181231;283;1;100;4;2;36,45;72,89;0;0,00;26,97;53,94;72,89;5,83;1,82;B5F1-4C2A-94;PO5597156214;1
SO48375;9;75;396;20181224;20190103;20181231;283;1;100;4;3;74,84;224,51;0;0,00;55,38;166,14;224,51;17,96;5,61;B5F1-4C2A-94;PO5597156214;1
SO48375;10;75;308;20181224;20190103;20181231;283;1;100;4;1;744,27;744,27;0;0,00;660,91;660,91;744,27;59,54;18,61;B5F1-4C2A-94;PO5597156214;1
SO48375;11;75;305;20181224;20190103;20181231;283;1;100;4;2;736,15;1 472,29;0;0,00;653,70;1 307,39;1 472,29;117,78;36,81;B5F1-4C2A-94;PO5597156214;1
SO48375;12;75;457;20181224;20190103;20181231;283;1;100;4;4;44,99;179,98;0;0,00;30,93;123,73;179,98;14,40;4,50;B5F1-4C2A-94;PO5597156214;1
SO48375;13;75;420;20181224;20190103;20181231;283;1;100;4;6;141,62;849,69;0;0,00;104,80;628,77;849,69;67,98;21,24;B5F1-4C2A-94;PO5597156214;1
SO48375;14;75;464;20181224;20190103;20181231;283;1;100;4;2;14,13;28,26;0;0,00;9,71;19,43;28,26;2,26;0,71;B5F1-4C2A-94;PO5597156214;1
SO48375;15;75;453;20181224;20190103;20181231;283;1;100;4;9;35,99;323,95;0;0,00;24,75;222,71;323,95;25,92;8,10;B5F1-4C2A-94;PO5597156214;1
SO48375;16;75;365;20181224;20190103;20181231;283;1;100;4;3;647,99;1 943,98;0;0,00;598,44;1 795,31;1 943,98;155,52;48,60;B5F1-4C2A-94;PO5597156214;1
SO48375;17;75;460;20181224;20190103;20181231;283;1;100;4;3;53,99;161,98;0;0,00;37,12;111,36;161,98;12,96;4,05;B5F1-4C2A-94;PO5597156214;1
SO48375;18;75;221;20181224;20190103;20181231;283;1;100;4;4;20,19;80,75;0;0,00;13,88;55,51;80,75;6,46;2,02;B5F1-4C2A-94;PO5597156214;1
SO48375;19;75;399;20181224;20190103;20181231;283;1;100;4;2;33,77;67,55;0;0,00;24,99;49,99;67,55;5,40;1,69;B5F1-4C2A-94;PO5597156214;1
SO48375;20;75;391;20181224;20190103;20181231;283;1;100;4;2;88,93;177,86;0;0,00;65,81;131,62;177,86;14,23;4,45;B5F1-4C2A-94;PO5597156214;1
SO48375;21;75;458;20181224;20190103;20181231;283;1;100;4;4;44,99;179,98;0;0,00;30,93;123,73;179,98;14,40;4,50;B5F1-4C2A-94;PO5597156214;1
SO48375;22;75;428;20181224;20190103;20181231;283;1;100;4;4;209,26;837,02;0;0,00;185,82;743,28;837,02;66,96;20,93;B5F1-4C2A-94;PO5597156214;1
SO48375;23;75;395;20181224;20190103;20181231;283;1;100;4;3;61,37;184,12;0;0,00;45,42;136,25;184,12;14,73;4,60;B5F1-4C2A-94;PO5597156214;1
SO48375;24;75;393;20181224;20190103;20181231;283;1;100;4;3;137,69;413,08;0;0,00;101,89;305,68;413,08;33,05;10,33;B5F1-4C2A-94;PO5597156214;1
SO48375;25;75;445;20181224;20190103;20181231;283;1;100;4;5;35,99;179,97;0;0,00;24,75;123,73;179,97;14,40;4,50;B5F1-4C2A-94;PO5597156214;1
SO48375;26;75;461;20181224;20190103;20181231;283;1;100;4;4;53,99;215,98;0;0,00;37,12;148,48;215,98;17,28;5,40;B5F1-4C2A-94;PO5597156214;1
SO48375;27;75;224;20181224;20190103;20181231;283;1;100;4;10;5,19;51,87;0;0,00;5,23;52,30;51,87;4,15;1,30;B5F1-4C2A-94;PO5597156214;1
SO48375;28;75;427;20181224;20190103;20181231;283;1;100;4;3;209,26;627,77;0;0,00;185,82;557,46;627,77;50,22;15,69;B5F1-4C2A-94;PO5597156214;1
SO48375;29;75;456;20181224;20190103;20181231;283;1;100;4;4;44,99;179,98;0;0,00;30,93;123,73;179,98;14,40;4,50;B5F1-4C2A-94;PO5597156214;1
SO48375;30;75;216;20181224;20190103;20181231;283;1;100;4;2;20,19;40,37;0;0,00;13,88;27,76;40,37;3,23;1,01;B5F1-4C2A-94;PO5597156214;1
SO48375;31;75;294;20181224;20190103;20181231;283;1;100;4;3;744,27;2 232,82;0;0,00;660,91;1 982,74;2 232,82;178,63;55,82;B5F1-4C2A-94;PO5597156214;1
SO48375;32;75;352;20181224;20190103;20181231;283;1;100;4;4;1 242,85;4 971,41;0;0,00;1 117,86;4 471,42;4 971,41;397,71;124,29;B5F1-4C2A-94;PO5597156214;1
SO48375;33;75;297;20181224;20190103;20181231;283;1;100;4;4;736,15;2 944,58;0;0,00;653,70;2 614,79;2 944,58;235,57;73,61;B5F1-4C2A-94;PO5597156214;1
SO48375;34;75;462;20181224;20190103;20181231;283;1;100;4;6;14,13;84,77;0;0,00;9,71;58,28;84,77;6,78;2,12;B5F1-4C2A-94;PO5597156214;1
SO48375;35;75;448;20181224;20190103;20181231;283;1;100;4;6;11,99;71,96;0;0,00;8,25;49,48;71,96;5,76;1,80;B5F1-4C2A-94;PO5597156214;1
SO48375;36;75;213;20181224;20190103;20181231;283;1;100;4;5;20,19;100,93;0;0,00;13,88;69,39;100,93;8,07;2,52;B5F1-4C2A-94;PO5597156214;1
SO48375;37;75;470;20181224;20190103;20181231;283;1;100;4;8;22,79;182,35;0;0,00;15,67;125,37;182,35;14,59;4,56;B5F1-4C2A-94;PO5597156214;1
SO48375;38;75;454;20181224;20190103;20181231;283;1;100;4;4;35,99;143,98;0;0,00;24,75;98,98;143,98;11,52;3,60;B5F1-4C2A-94;PO5597156214;1
SO48375;39;75;459;20181224;20190103;20181231;283;1;100;4;2;53,99;107,99;0;0,00;37,12;74,24;107,99;8,64;2,70;B5F1-4C2A-94;PO5597156214;1
SO48375;40;75;230;20181224;20190103;20181231;283;1;100;4;2;28,84;57,68;0;0,00;29,08;58,16;57,68;4,61;1,44;B5F1-4C2A-94;PO5597156214;1
SO48375;41;75;233;20181224;20190103;20181231;283;2;100;4;12;27,88;334,55;0,02;6,69;29,08;348,97;327,86;26,23;8,20;B5F1-4C2A-94;PO5597156214;1
SO48375;42;75;421;20181224;20190103;20181231;283;1;100;4;2;196,33;392,66;0;0,00;145,28;290,57;392,66;31,41;9,82;B5F1-4C2A-94;PO5597156214;1
SO48375;43;75;469;20181224;20190103;20181231;283;1;100;4;6;22,79;136,76;0;0,00;15,67;94,03;136,76;10,94;3,42;B5F1-4C2A-94;PO5597156214;1
SO48375;44;75;447;20181224;20190103;20181231;283;1;100;4;4;15,00;60,00;0;0,00;10,31;41,25;60,00;4,80;1,50;B5F1-4C2A-94;PO5597156214;1
SO48375;45;75;236;20181224;20190103;20181231;283;1;100;4;3;28,84;86,52;0;0,00;29,08;87,24;86,52;6,92;2,16;B5F1-4C2A-94;PO5597156214;1
SO48376;1;330;343;20181224;20190103;20181231;282;1;100;4;3;469,79;1 409,38;0;0,00;486,71;1 460,12;1 409,38;112,75;35,23;C7B1-47B0-BF;PO5974184371;1
SO48377;1;690;341;20181225;20190104;20190101;281;1;100;2;3;469,79;1 409,38;0;0,00;486,71;1 460,12;1 409,38;112,75;35,23;1A8D-4732-94;PO6090160190;1
SO48378;1;3;216;20181225;20190104;20190101;283;1;100;4;8;20,19;161,49;0;0,00;13,88;111,03;161,49;12,92;4,04;2FD7-4721-9D;PO6786131738;1
SO48378;2;3;323;20181225;20190104;20190101;283;1;100;4;2;469,79;939,59;0;0,00;486,71;973,41;939,59;75,17;23,49;2FD7-4721-9D;PO6786131738;1
SO48378;3;3;454;20181225;20190104;20190101;283;1;100;4;3;35,99;107,98;0;0,00;24,75;74,24;107,98;8,64;2,70;2FD7-4721-9D;PO6786131738;1
SO48378;4;3;325;20181225;20190104;20190101;283;1;100;4;4;469,79;1 879,18;0;0,00;486,71;1 946,83;1 879,18;150,33;46,98;2FD7-4721-9D;PO6786131738;1
SO48378;5;3;263;20181225;20190104;20190101;283;1;100;4;1;202,33;202,33;0;0,00;187,16;187,16;202,33;16,19;5,06;2FD7-4721-9D;PO6786131738;1
SO48378;6;3;464;20181225;20190104;20190101;283;1;100;4;2;14,13;28,26;0;0,00;9,71;19,43;28,26;2,26;0,71;2FD7-4721-9D;PO6786131738;1
SO48378;7;3;375;20181225;20190104;20190101;283;1;100;4;1;1 308,94;1 308,94;0;0,00;1 320,68;1 320,68;1 308,94;104,72;32,72;2FD7-4721-9D;PO6786131738;1
SO48378;8;3;461;20181225;20190104;20190101;283;1;100;4;2;53,99;107,99;0;0,00;37,12;74,24;107,99;8,64;2,70;2FD7-4721-9D;PO6786131738;1
SO48378;9;3;383;20181225;20190104;20190101;283;1;100;4;2;600,26;1 200,53;0;0,00;605,65;1 211,30;1 200,53;96,04;30,01;2FD7-4721-9D;PO6786131738;1
SO48378;10;3;265;20181225;20190104;20190101;283;1;100;4;1;202,33;202,33;0;0,00;187,16;187,16;202,33;16,19;5,06;2FD7-4721-9D;PO6786131738;1
SO48378;11;3;233;20181225;20190104;20190101;283;2;100;4;12;27,88;334,55;0,02;6,69;29,08;348,97;327,86;26,23;8,20;2FD7-4721-9D;PO6786131738;1
SO48378;12;3;327;20181225;20190104;20190101;283;2;100;4;12;454,13;5 449,61;0,02;108,99;486,71;5 840,48;5 340,62;427,25;133,52;2FD7-4721-9D;PO6786131738;1
SO48378;13;3;457;20181225;20190104;20190101;283;1;100;4;6;44,99;269,96;0;0,00;30,93;185,60;269,96;21,60;6,75;2FD7-4721-9D;PO6786131738;1
SO48378;14;3;343;20181225;20190104;20190101;283;1;100;4;1;469,79;469,79;0;0,00;486,71;486,71;469,79;37,58;11,74;2FD7-4721-9D;PO6786131738;1
SO48378;15;3;414;20181225;20190104;20190101;283;1;100;4;2;149,03;298,06;0;0,00;110,28;220,57;298,06;23,85;7,45;2FD7-4721-9D;PO6786131738;1
SO48378;16;3;254;20181225;20190104;20190101;283;1;100;4;1;183,94;183,94;0;0,00;170,14;170,14;183,94;14,72;4,60;2FD7-4721-9D;PO6786131738;1
SO48378;17;3;448;20181225;20190104;20190101;283;1;100;4;5;11,99;59,97;0;0,00;8,25;41,23;59,97;4,80;1,50;2FD7-4721-9D;PO6786131738;1
SO48378;18;3;333;20181225;20190104;20190101;283;1;100;4;2;469,79;939,59;0;0,00;486,71;973,41;939,59;75,17;23,49;2FD7-4721-9D;PO6786131738;1
SO48378;19;3;368;20181225;20190104;20190101;283;1;100;4;3;1 466,01;4 398,03;0;0,00;1 518,79;4 556,36;4 398,03;351,84;109,95;2FD7-4721-9D;PO6786131738;1
SO48378;20;3;286;20181225;20190104;20190101;283;1;100;4;4;183,94;735,75;0;0,00;170,14;680,57;735,75;58,86;18,39;2FD7-4721-9D;PO6786131738;1
SO48378;21;3;458;20181225;20190104;20190101;283;1;100;4;8;44,99;359,95;0;0,00;30,93;247,47;359,95;28,80;9,00;2FD7-4721-9D;PO6786131738;1
SO48378;22;3;445;20181225;20190104;20190101;283;1;100;4;2;35,99;71,99;0;0,00;24,75;49,49;71,99;5,76;1,80;2FD7-4721-9D;PO6786131738;1
SO48378;23;3;462;20181225;20190104;20190101;283;1;100;4;2;14,13;28,26;0;0,00;9,71;19,43;28,26;2,26;0,71;2FD7-4721-9D;PO6786131738;1
SO48378;24;3;236;20181225;20190104;20190101;283;1;100;4;7;28,84;201,88;0;0,00;29,08;203,56;201,88;16,15;5,05;2FD7-4721-9D;PO6786131738;1
SO48378;25;3;456;20181225;20190104;20190101;283;1;100;4;9;44,99;404,95;0;0,00;30,93;278,40;404,95;32,40;10,12;2FD7-4721-9D;PO6786131738;1
SO48378;26;3;273;20181225;20190104;20190101;283;1;100;4;1;202,33;202,33;0;0,00;187,16;187,16;202,33;16,19;5,06;2FD7-4721-9D;PO6786131738;1
SO48378;27;3;230;20181225;20190104;20190101;283;1;100;4;3;28,84;86,52;0;0,00;29,08;87,24;86,52;6,92;2,16;2FD7-4721-9D;PO6786131738;1
SO48378;28;3;335;20181225;20190104;20190101;283;1;100;4;6;469,79;2 818,76;0;0,00;486,71;2 920,24;2 818,76;225,50;70,47;2FD7-4721-9D;PO6786131738;1
SO48378;29;3;415;20181225;20190104;20190101;283;1;100;4;3;198,04;594,11;0;0,00;146,55;439,64;594,11;47,53;14,85;2FD7-4721-9D;PO6786131738;1
SO48378;30;3;213;20181225;20190104;20190101;283;1;100;4;4;20,19;80,75;0;0,00;13,88;55,51;80,75;6,46;2,02;2FD7-4721-9D;PO6786131738;1
