SalesOrderNumber;SalesOrderLineNumber;ResellerKey;ProductKey;OrderDateKey;DueDateKey;ShipDateKey;EmployeeKey;PromotionKey;CurrencyKey;SalesTerritoryKey;OrderQuantity;UnitPrice;ExtendedAmount;UnitPriceDiscountPct;DiscountAmount;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmount;FreightAmount;CarrierTrackingNumber;CustomerPONumber;RevisionNumber
SO55267;1;27;552;20191012;20191022;20191019;285;1;100;5;2;54,89;109,79;0;0,00;40,62;81,24;109,79;8,78;2,74;D8D9-4574-81;PO10179143258;1
SO55268;1;196;487;20191012;20191022;20191019;288;2;98;10;12;31,89;382,73;0,02;7,65;20,57;246,80;375,08;30,01;9,38;47E6-44B3-A4;PO10324191521;1
SO55268;2;196;306;20191012;20191022;20191019;288;1;98;10;2;809,76;1 619,52;0;0,00;739,04;1 478,08;1 619,52;129,56;40,49;47E6-44B3-A4;PO10324191521;1
SO55268;3;196;603;20191012;20191022;20191019;288;1;98;10;1;72,89;72,89;0;0,00;53,94;53,94;72,89;5,83;1,82;47E6-44B3-A4;PO10324191521;1
SO55268;4;196;400;20191012;20191022;20191019;288;1;98;10;5;37,15;185,76;0;0,00;27,49;137,46;185,76;14,86;4,64;47E6-44B3-A4;PO10324191521;1
SO55268;5;196;295;20191012;20191022;20191019;288;1;98;10;4;818,70;3 274,80;0;0,00;747,20;2 988,80;3 274,80;261,98;81,87;47E6-44B3-A4;PO10324191521;1
SO55268;6;196;463;20191012;20191022;20191019;288;1;98;10;4;14,69;58,78;0;0,00;9,16;36,64;58,78;4,70;1,47;47E6-44B3-A4;PO10324191521;1
SO55268;7;196;511;20191012;20191022;20191019;288;1;98;10;2;218,45;436,91;0;0,00;199,38;398,75;436,91;34,95;10,92;47E6-44B3-A4;PO10324191521;1
SO55268;8;196;475;20191012;20191022;20191019;288;1;98;10;2;41,99;83,99;0;0,00;26,18;52,35;83,99;6,72;2,10;47E6-44B3-A4;PO10324191521;1
SO55268;9;196;552;20191012;20191022;20191019;288;1;98;10;1;54,89;54,89;0;0,00;40,62;40,62;54,89;4,39;1,37;47E6-44B3-A4;PO10324191521;1
SO55268;10;196;483;20191012;20191022;20191019;288;2;98;10;12;69,60;835,20;0,02;16,70;44,88;538,56;818,50;65,48;20,46;47E6-44B3-A4;PO10324191521;1
SO55268;11;196;527;20191012;20191022;20191019;288;1;98;10;4;158,43;633,72;0;0,00;144,59;578,38;633,72;50,70;15,84;47E6-44B3-A4;PO10324191521;1
SO55268;12;196;471;20191012;20191022;20191019;288;2;98;10;14;36,83;515,62;0,02;10,31;23,75;332,49;505,31;40,42;12,63;47E6-44B3-A4;PO10324191521;1
SO55268;13;196;544;20191012;20191022;20191019;288;1;98;10;4;48,59;194,38;0;0,00;35,96;143,84;194,38;15,55;4,86;47E6-44B3-A4;PO10324191521;1
SO55268;14;196;488;20191012;20191022;20191019;288;1;98;10;4;32,39;129,58;0;0,00;41,57;166,29;129,58;10,37;3,24;47E6-44B3-A4;PO10324191521;1
SO55268;15;196;558;20191012;20191022;20191019;288;1;98;10;2;242,99;485,99;0;0,00;179,82;359,63;485,99;38,88;12,15;47E6-44B3-A4;PO10324191521;1
SO55268;16;196;225;20191012;20191022;20191019;288;3;98;10;16;4,94;79,11;0,05;3,96;6,92;110,76;75,16;6,01;1,88;47E6-44B3-A4;PO10324191521;1
SO55268;17;196;516;20191012;20191022;20191019;288;1;98;10;7;23,48;164,39;0;0,00;17,38;121,65;164,39;13,15;4,11;47E6-44B3-A4;PO10324191521;1
SO55268;18;196;559;20191012;20191022;20191019;288;1;98;10;1;12,14;12,14;0;0,00;8,99;8,99;12,14;0,97;0,30;47E6-44B3-A4;PO10324191521;1
SO55268;19;196;472;20191012;20191022;20191019;288;3;98;10;15;34,93;523,88;0,05;26,19;23,75;356,24;497,68;39,81;12,44;47E6-44B3-A4;PO10324191521;1
SO55268;20;196;601;20191012;20191022;20191019;288;1;98;10;2;32,39;64,79;0;0,00;23,97;47,94;64,79;5,18;1,62;47E6-44B3-A4;PO10324191521;1
SO55268;21;196;353;20191012;20191022;20191019;288;1;98;10;4;1 391,99;5 567,98;0;0,00;1 265,62;5 062,48;5 567,98;445,44;139,20;47E6-44B3-A4;PO10324191521;1
SO55268;22;196;237;20191012;20191022;20191019;288;1;98;10;4;29,99;119,98;0;0,00;38,49;153,97;119,98;9,60;3,00;47E6-44B3-A4;PO10324191521;1
SO55268;23;196;491;20191012;20191022;20191019;288;3;98;10;20;29,69;593,89;0,05;29,69;41,57;831,45;564,20;45,14;14,10;47E6-44B3-A4;PO10324191521;1
SO55268;24;196;512;20191012;20191022;20191019;288;1;98;10;1;218,45;218,45;0;0,00;199,38;199,38;218,45;17,48;5,46;47E6-44B3-A4;PO10324191521;1
SO55268;25;196;501;20191012;20191022;20191019;288;1;98;10;2;72,88;145,75;0;0,00;53,93;107,86;145,75;11,66;3,64;47E6-44B3-A4;PO10324191521;1
SO55268;26;196;555;20191012;20191022;20191019;288;1;98;10;7;63,90;447,30;0;0,00;47,29;331,00;447,30;35,78;11,18;47E6-44B3-A4;PO10324191521;1
SO55268;27;196;588;20191012;20191022;20191019;288;1;98;10;2;461,69;923,39;0;0,00;419,78;839,56;923,39;73,87;23,08;47E6-44B3-A4;PO10324191521;1
SO55268;28;196;556;20191012;20191022;20191019;288;1;98;10;3;105,29;315,88;0;0,00;77,92;233,75;315,88;25,27;7,90;47E6-44B3-A4;PO10324191521;1
SO55268;29;196;532;20191012;20191022;20191019;288;1;98;10;1;149,87;149,87;0;0,00;136,79;136,79;149,87;11,99;3,75;47E6-44B3-A4;PO10324191521;1
SO55268;30;196;298;20191012;20191022;20191019;288;1;98;10;2;809,76;1 619,52;0;0,00;739,04;1 478,08;1 619,52;129,56;40,49;47E6-44B3-A4;PO10324191521;1
SO55268;31;196;361;20191012;20191022;20191019;288;1;98;10;6;1 376,99;8 261,96;0;0,00;1 251,98;7 511,89;8 261,96;660,96;206,55;47E6-44B3-A4;PO10324191521;1
SO55268;32;196;531;20191012;20191022;20191019;288;1;98;10;1;149,87;149,87;0;0,00;136,79;136,79;149,87;11,99;3,75;47E6-44B3-A4;PO10324191521;1
SO55268;33;196;477;20191012;20191022;20191019;288;1;98;10;4;2,99;11,98;0;0,00;1,87;7,47;11,98;0,96;0,30;47E6-44B3-A4;PO10324191521;1
SO55268;34;196;484;20191012;20191022;20191019;288;3;98;10;19;4,37;83,08;0,05;4,15;2,97;56,49;78,92;6,31;1,97;47E6-44B3-A4;PO10324191521;1
SO55268;35;196;599;20191012;20191022;20191019;288;1;98;10;1;323,99;323,99;0;0,00;294,58;294,58;323,99;25,92;8,10;47E6-44B3-A4;PO10324191521;1
SO55268;36;196;525;20191012;20191022;20191019;288;1;98;10;1;158,43;158,43;0;0,00;144,59;144,59;158,43;12,67;3,96;47E6-44B3-A4;PO10324191521;1
SO55268;37;196;467;20191012;20191022;20191019;288;1;98;10;6;14,69;88,16;0;0,00;9,16;54,96;88,16;7,05;2,20;47E6-44B3-A4;PO10324191521;1
SO55268;38;196;355;20191012;20191022;20191019;288;1;98;10;2;1 391,99;2 783,99;0;0,00;1 265,62;2 531,24;2 783,99;222,72;69,60;47E6-44B3-A4;PO10324191521;1
SO55268;39;196;476;20191012;20191022;20191019;288;1;98;10;8;41,99;335,95;0;0,00;26,18;209,41;335,95;26,88;8,40;47E6-44B3-A4;PO10324191521;1
SO55268;40;196;222;20191012;20191022;20191019;288;1;98;10;6;20,99;125,96;0;0,00;13,09;78,52;125,96;10,08;3,15;47E6-44B3-A4;PO10324191521;1
SO55268;41;196;480;20191012;20191022;20191019;288;1;98;10;3;1,37;4,12;0;0,00;0,86;2,57;4,12;0,33;0,10;47E6-44B3-A4;PO10324191521;1
SO55268;42;196;593;20191012;20191022;20191019;288;1;98;10;1;338,99;338,99;0;0,00;308,22;308,22;338,99;27,12;8,47;47E6-44B3-A4;PO10324191521;1
SO55268;43;196;357;20191012;20191022;20191019;288;1;98;10;1;1 391,99;1 391,99;0;0,00;1 265,62;1 265,62;1 391,99;111,36;34,80;47E6-44B3-A4;PO10324191521;1
SO55268;44;196;217;20191012;20191022;20191019;288;1;98;10;4;20,99;83,98;0;0,00;13,09;52,35;83,98;6,72;2,10;47E6-44B3-A4;PO10324191521;1
SO55268;45;196;231;20191012;20191022;20191019;288;1;98;10;5;29,99;149,97;0;0,00;38,49;192,46;149,97;12,00;3,75;47E6-44B3-A4;PO10324191521;1
SO55268;46;196;474;20191012;20191022;20191019;288;1;98;10;3;41,99;125,98;0;0,00;26,18;78,53;125,98;10,08;3,15;47E6-44B3-A4;PO10324191521;1
SO55268;47;196;214;20191012;20191022;20191019;288;1;98;10;7;20,99;146,96;0;0,00;13,09;91,60;146,96;11,76;3,67;47E6-44B3-A4;PO10324191521;1
SO55268;48;196;592;20191012;20191022;20191019;288;1;98;10;4;338,99;1 355,98;0;0,00;308,22;1 232,87;1 355,98;108,48;33,90;47E6-44B3-A4;PO10324191521;1
SO55268;49;196;490;20191012;20191022;20191019;288;1;98;10;4;32,39;129,58;0;0,00;41,57;166,29;129,58;10,37;3,24;47E6-44B3-A4;PO10324191521;1
SO55268;50;196;234;20191012;20191022;20191019;288;1;98;10;8;29,99;239,95;0;0,00;38,49;307,94;239,95;19,20;6,00;47E6-44B3-A4;PO10324191521;1
SO55268;51;196;517;20191012;20191022;20191019;288;1;98;10;2;31,58;63,17;0;0,00;23,37;46,74;63,17;5,05;1,58;47E6-44B3-A4;PO10324191521;1
SO55268;52;196;398;20191012;20191022;20191019;288;1;98;10;1;26,72;26,72;0;0,00;19,78;19,78;26,72;2,14;0,67;47E6-44B3-A4;PO10324191521;1
SO55268;53;196;465;20191012;20191022;20191019;288;2;98;10;12;14,20;170,45;0,02;3,41;9,16;109,91;167,04;13,36;4,18;47E6-44B3-A4;PO10324191521;1
SO55268;54;196;309;20191012;20191022;20191019;288;1;98;10;2;818,70;1 637,40;0;0,00;747,20;1 494,40;1 637,40;130,99;40,94;47E6-44B3-A4;PO10324191521;1
SO55268;55;196;515;20191012;20191022;20191019;288;1;98;10;1;16,27;16,27;0;0,00;12,04;12,04;16,27;1,30;0,41;47E6-44B3-A4;PO10324191521;1
SO55268;56;196;543;20191012;20191022;20191019;288;1;98;10;3;37,25;111,76;0;0,00;27,57;82,70;111,76;8,94;2,79;47E6-44B3-A4;PO10324191521;1
SO55268;57;196;542;20191012;20191022;20191019;288;1;98;10;2;24,29;48,59;0;0,00;17,98;35,96;48,59;3,89;1,21;47E6-44B3-A4;PO10324191521;1
SO55268;58;196;533;20191012;20191022;20191019;288;1;98;10;2;149,87;299,75;0;0,00;136,79;273,57;299,75;23,98;7,49;47E6-44B3-A4;PO10324191521;1
SO55268;59;196;591;20191012;20191022;20191019;288;1;98;10;4;338,99;1 355,98;0;0,00;308,22;1 232,87;1 355,98;108,48;33,90;47E6-44B3-A4;PO10324191521;1
SO55269;1;290;384;20191013;20191023;20191020;289;1;100;1;2;672,29;1 344,59;0;0,00;713,08;1 426,16;1 344,59;107,57;33,61;C087-4A55-8D;PO899192335;1
SO55269;2;290;287;20191013;20191023;20191020;289;1;100;1;6;202,33;1 213,99;0;0,00;204,63;1 227,75;1 213,99;97,12;30,35;C087-4A55-8D;PO899192335;1
SO55269;3;290;491;20191013;20191023;20191020;289;2;100;1;12;31,31;375,77;0,02;7,52;41,57;498,87;368,26;29,46;9,21;C087-4A55-8D;PO899192335;1
SO55269;4;290;376;20191013;20191023;20191020;289;1;100;1;4;1 466,01;5 864,04;0;0,00;1 554,95;6 219,79;5 864,04;469,12;146,60;C087-4A55-8D;PO899192335;1
SO55269;5;290;374;20191013;20191023;20191020;289;1;100;1;4;1 466,01;5 864,04;0;0,00;1 554,95;6 219,79;5 864,04;469,12;146,60;C087-4A55-8D;PO899192335;1
SO55269;6;290;390;20191013;20191023;20191020;289;1;100;1;4;672,29;2 689,18;0;0,00;713,08;2 852,32;2 689,18;215,13;67,23;C087-4A55-8D;PO899192335;1
SO55269;7;290;581;20191013;20191023;20191020;289;1;100;1;5;1 020,59;5 102,97;0;0,00;1 082,51;5 412,55;5 102,97;408,24;127,57;C087-4A55-8D;PO899192335;1
SO55269;8;290;488;20191013;20191023;20191020;289;1;100;1;9;32,39;291,55;0;0,00;41,57;374,15;291,55;23,32;7,29;C087-4A55-8D;PO899192335;1
SO55269;9;290;231;20191013;20191023;20191020;289;1;100;1;5;29,99;149,97;0;0,00;38,49;192,46;149,97;12,00;3,75;C087-4A55-8D;PO899192335;1
SO55269;10;290;490;20191013;20191023;20191020;289;1;100;1;2;32,39;64,79;0;0,00;41,57;83,14;64,79;5,18;1,62;C087-4A55-8D;PO899192335;1
SO55269;11;290;483;20191013;20191023;20191020;289;2;100;1;12;69,60;835,20;0,02;16,70;44,88;538,56;818,50;65,48;20,46;C087-4A55-8D;PO899192335;1
SO55269;12;290;545;20191013;20191023;20191020;289;1;100;1;5;24,29;121,47;0;0,00;17,98;89,89;121,47;9,72;3,04;C087-4A55-8D;PO899192335;1
SO55269;13;290;418;20191013;20191023;20191020;289;1;100;1;3;356,90;1 070,69;0;0,00;360,94;1 082,83;1 070,69;85,66;26,77;C087-4A55-8D;PO899192335;1
SO55269;14;290;217;20191013;20191023;20191020;289;1;100;1;2;20,99;41,99;0;0,00;13,09;26,17;41,99;3,36;1,05;C087-4A55-8D;PO899192335;1
SO55269;15;290;471;20191013;20191023;20191020;289;1;100;1;8;38,10;304,80;0;0,00;23,75;189,99;304,80;24,38;7,62;C087-4A55-8D;PO899192335;1
SO55269;16;290;487;20191013;20191023;20191020;289;1;100;1;5;32,99;164,97;0;0,00;20,57;102,83;164,97;13,20;4,12;C087-4A55-8D;PO899192335;1
SO55269;17;290;606;20191013;20191023;20191020;289;1;100;1;6;323,99;1 943,96;0;0,00;343,65;2 061,90;1 943,96;155,52;48,60;C087-4A55-8D;PO899192335;1
SO55269;18;290;434;20191013;20191023;20191020;289;1;100;1;4;356,90;1 427,59;0;0,00;360,94;1 443,77;1 427,59;114,21;35,69;C087-4A55-8D;PO899192335;1
SO55269;19;290;477;20191013;20191023;20191020;289;1;100;1;10;2,99;29,94;0;0,00;1,87;18,66;29,94;2,40;0,75;C087-4A55-8D;PO899192335;1
SO55269;20;290;605;20191013;20191023;20191020;289;1;100;1;8;323,99;2 591,95;0;0,00;343,65;2 749,20;2 591,95;207,36;64,80;C087-4A55-8D;PO899192335;1
SO55269;21;290;482;20191013;20191023;20191020;289;1;100;1;3;5,39;16,18;0;0,00;3,36;10,09;16,18;1,29;0,40;C087-4A55-8D;PO899192335;1
SO55269;22;290;463;20191013;20191023;20191020;289;1;100;1;2;14,69;29,39;0;0,00;9,16;18,32;29,39;2,35;0,73;C087-4A55-8D;PO899192335;1
SO55269;23;290;583;20191013;20191023;20191020;289;2;100;1;12;986,57;11 838,89;0,02;236,78;1 082,51;12 990,12;11 602,11;928,17;290,05;C087-4A55-8D;PO899192335;1
SO55269;24;290;546;20191013;20191023;20191020;289;1;100;1;3;37,25;111,76;0;0,00;27,57;82,70;111,76;8,94;2,79;C087-4A55-8D;PO899192335;1
SO55269;25;290;214;20191013;20191023;20191020;289;2;100;1;13;20,29;263,82;0,02;5,28;13,09;170,12;258,55;20,68;6,46;C087-4A55-8D;PO899192335;1
SO55269;26;290;580;20191013;20191023;20191020;289;1;100;1;3;1 020,59;3 061,78;0;0,00;1 082,51;3 247,53;3 061,78;244,94;76,54;C087-4A55-8D;PO899192335;1
SO55269;27;290;584;20191013;20191023;20191020;289;1;100;1;1;323,99;323,99;0;0,00;343,65;343,65;323,99;25,92;8,10;C087-4A55-8D;PO899192335;1
SO55269;28;290;234;20191013;20191023;20191020;289;1;100;1;8;29,99;239,95;0;0,00;38,49;307,94;239,95;19,20;6,00;C087-4A55-8D;PO899192335;1
SO55269;29;290;225;20191013;20191023;20191020;289;1;100;1;6;5,39;32,36;0;0,00;6,92;41,53;32,36;2,59;0,81;C087-4A55-8D;PO899192335;1
SO55269;30;290;222;20191013;20191023;20191020;289;1;100;1;10;20,99;209,94;0;0,00;13,09;130,86;209,94;16,80;5,25;C087-4A55-8D;PO899192335;1
SO55269;31;290;472;20191013;20191023;20191020;289;1;100;1;4;38,10;152,40;0;0,00;23,75;95,00;152,40;12,19;3,81;C087-4A55-8D;PO899192335;1
SO55269;32;290;484;20191013;20191023;20191020;289;1;100;1;6;4,77;28,62;0;0,00;2,97;17,84;28,62;2,29;0,72;C087-4A55-8D;PO899192335;1
SO55269;33;290;467;20191013;20191023;20191020;289;1;100;1;7;14,69;102,86;0;0,00;9,16;64,12;102,86;8,23;2,57;C087-4A55-8D;PO899192335;1
SO55269;34;290;547;20191013;20191023;20191020;289;1;100;1;5;48,59;242,97;0;0,00;35,96;179,80;242,97;19,44;6,07;C087-4A55-8D;PO899192335;1
SO55269;35;290;237;20191013;20191023;20191020;289;1;100;1;5;29,99;149,97;0;0,00;38,49;192,46;149,97;12,00;3,75;C087-4A55-8D;PO899192335;1
SO55269;36;290;436;20191013;20191023;20191020;289;1;100;1;4;356,90;1 427,59;0;0,00;360,94;1 443,77;1 427,59;114,21;35,69;C087-4A55-8D;PO899192335;1
SO55269;37;290;465;20191013;20191023;20191020;289;1;100;1;9;14,69;132,25;0;0,00;9,16;82,43;132,25;10,58;3,31;C087-4A55-8D;PO899192335;1
SO55269;38;290;480;20191013;20191023;20191020;289;1;100;1;4;1,37;5,50;0;0,00;0,86;3,43;5,50;0,44;0,14;C087-4A55-8D;PO899192335;1
SO55270;1;232;579;20191013;20191023;20191020;288;1;98;10;1;728,91;728,91;0;0,00;755,15;755,15;728,91;58,31;18,22;F26D-4C3A-88;PO696117622;1
SO55270;2;232;225;20191013;20191023;20191020;288;1;98;10;7;5,39;37,76;0;0,00;6,92;48,46;37,76;3,02;0,94;F26D-4C3A-88;PO696117622;1
SO55270;3;232;576;20191013;20191023;20191020;288;1;98;10;2;1 430,44;2 860,88;0;0,00;1 481,94;2 963,88;2 860,88;228,87;71,52;F26D-4C3A-88;PO696117622;1
SO55270;4;232;491;20191013;20191023;20191020;288;1;98;10;2;32,39;64,79;0;0,00;41,57;83,14;64,79;5,18;1,62;F26D-4C3A-88;PO696117622;1
SO55270;5;232;483;20191013;20191023;20191020;288;1;98;10;1;72,00;72,00;0;0,00;44,88;44,88;72,00;5,76;1,80;F26D-4C3A-88;PO696117622;1
SO55270;6;232;471;20191013;20191023;20191020;288;1;98;10;2;38,10;76,20;0;0,00;23,75;47,50;76,20;6,10;1,91;F26D-4C3A-88;PO696117622;1
SO55270;7;232;234;20191013;20191023;20191020;288;1;98;10;3;29,99;89,98;0;0,00;38,49;115,48;89,98;7,20;2,25;F26D-4C3A-88;PO696117622;1
SO55270;8;232;477;20191013;20191023;20191020;288;1;98;10;5;2,99;14,97;0;0,00;1,87;9,33;14,97;1,20;0,37;F26D-4C3A-88;PO696117622;1
SO55270;9;232;564;20191013;20191023;20191020;288;1;98;10;2;1 430,44;2 860,88;0;0,00;1 481,94;2 963,88;2 860,88;228,87;71,52;F26D-4C3A-88;PO696117622;1
SO55271;1;673;513;20191013;20191023;20191020;282;1;100;1;1;218,45;218,45;0;0,00;199,38;199,38;218,45;17,48;5,46;7B9C-4226-B6;PO1479119376;1
SO55271;2;673;353;20191013;20191023;20191020;282;1;100;1;1;1 391,99;1 391,99;0;0,00;1 265,62;1 265,62;1 391,99;111,36;34,80;7B9C-4226-B6;PO1479119376;1
SO55271;3;673;551;20191013;20191023;20191020;282;1;100;1;1;158,43;158,43;0;0,00;144,59;144,59;158,43;12,67;3,96;7B9C-4226-B6;PO1479119376;1
SO55272;2;572;231;20191013;20191023;20191020;295;1;36;8;1;29,99;29,99;0;0,00;38,49;38,49;29,99;2,40;0,75;E60A-4069-A7;PO1682127278;2
SO55272;3;572;467;20191013;20191023;20191020;295;1;36;8;1;14,69;14,69;0;0,00;9,16;9,16;14,69;1,18;0,37;E60A-4069-A7;PO1682127278;2
SO55273;1;325;476;20191014;20191024;20191021;293;1;100;1;6;41,99;251,96;0;0,00;26,18;157,06;251,96;20,16;6,30;3AB5-433F-9E;PO1421115304;1
SO55274;1;572;606;20191014;20191024;20191021;290;1;36;8;1;323,99;323,99;0;0,00;343,65;343,65;323,99;25,92;8,10;73AD-4FB9-83;PO1682186436;1
SO55275;1;245;551;20191015;20191025;20191022;291;1;19;6;2;158,43;316,86;0;0,00;144,59;289,19;316,86;25,35;7,92;72C3-4048-BC;PO1711122362;1
SO55275;2;245;533;20191015;20191025;20191022;291;1;19;6;3;149,87;449,62;0;0,00;136,79;410,36;449,62;35,97;11,24;72C3-4048-BC;PO1711122362;1
SO55275;3;245;511;20191015;20191025;20191022;291;2;19;6;12;211,17;2 534,07;0,02;50,68;199,38;2 392,51;2 483,39;198,67;62,08;72C3-4048-BC;PO1711122362;1
SO55275;4;245;353;20191015;20191025;20191022;291;1;19;6;9;1 391,99;12 527,95;0;0,00;1 265,62;11 390,58;12 527,95;1 002,24;313,20;72C3-4048-BC;PO1711122362;1
SO55275;5;245;501;20191015;20191025;20191022;291;1;19;6;4;72,88;291,50;0;0,00;53,93;215,71;291,50;23,32;7,29;72C3-4048-BC;PO1711122362;1
SO55275;6;245;542;20191015;20191025;20191022;291;1;19;6;6;24,29;145,76;0;0,00;17,98;107,87;145,76;11,66;3,64;72C3-4048-BC;PO1711122362;1
SO55275;7;245;309;20191015;20191025;20191022;291;1;19;6;3;818,70;2 456,10;0;0,00;747,20;2 241,60;2 456,10;196,49;61,40;72C3-4048-BC;PO1711122362;1
SO55275;8;245;527;20191015;20191025;20191022;291;1;19;6;4;158,43;633,72;0;0,00;144,59;578,38;633,72;50,70;15,84;72C3-4048-BC;PO1711122362;1
SO55275;9;245;398;20191015;20191025;20191022;291;1;19;6;1;26,72;26,72;0;0,00;19,78;19,78;26,72;2,14;0,67;72C3-4048-BC;PO1711122362;1
SO55275;10;245;552;20191015;20191025;20191022;291;1;19;6;4;54,89;219,58;0;0,00;40,62;162,49;219,58;17,57;5,49;72C3-4048-BC;PO1711122362;1
SO55275;11;245;357;20191015;20191025;20191022;291;1;19;6;1;1 391,99;1 391,99;0;0,00;1 265,62;1 265,62;1 391,99;111,36;34,80;72C3-4048-BC;PO1711122362;1
SO55275;12;245;601;20191015;20191025;20191022;291;1;19;6;5;32,39;161,97;0;0,00;23,97;119,86;161,97;12,96;4,05;72C3-4048-BC;PO1711122362;1
SO55275;13;245;516;20191015;20191025;20191022;291;1;19;6;8;23,48;187,87;0;0,00;17,38;139,03;187,87;15,03;4,70;72C3-4048-BC;PO1711122362;1
SO55275;14;245;558;20191015;20191025;20191022;291;1;19;6;5;242,99;1 214,97;0;0,00;179,82;899,08;1 214,97;97,20;30,37;72C3-4048-BC;PO1711122362;1
SO55275;15;245;476;20191015;20191025;20191022;291;2;19;6;14;40,59;568,32;0,02;11,37;26,18;366,47;556,95;44,56;13,92;72C3-4048-BC;PO1711122362;1
SO55275;16;245;361;20191015;20191025;20191022;291;1;19;6;5;1 376,99;6 884,97;0;0,00;1 251,98;6 259,91;6 884,97;550,80;172,12;72C3-4048-BC;PO1711122362;1
SO55275;17;245;400;20191015;20191025;20191022;291;1;19;6;9;37,15;334,37;0;0,00;27,49;247,43;334,37;26,75;8,36;72C3-4048-BC;PO1711122362;1
SO55275;18;245;475;20191015;20191025;20191022;291;1;19;6;3;41,99;125,98;0;0,00;26,18;78,53;125,98;10,08;3,15;72C3-4048-BC;PO1711122362;1
SO55275;19;245;559;20191015;20191025;20191022;291;1;19;6;2;12,14;24,29;0;0,00;8,99;17,97;24,29;1,94;0,61;72C3-4048-BC;PO1711122362;1
