ProductKey,DateKey,UnitCost,UnitsIn,UnitsOut,UnitsBalance
243,20190404,485.58,0,0,411
243,20190405,487.43,0,0,411
243,20190406,486.5,0,0,411
243,20190407,484.85,0,0,411
243,20190408,486.84,0,0,411
243,20190409,489.08,0,0,411
243,20190410,490.49,0,0,411
243,20190411,490.1,0,0,411
243,20190412,492.16,0,0,411
243,20190413,491.08,0,0,411
243,20190414,491.96,0,0,411
243,20190415,490.04,0,0,411
243,20190416,488.18,0,0,411
243,20190417,487.98,0,0,411
243,20190418,486.81,0,0,411
243,20190419,485.65,0,0,411
243,20190420,487.54,0,0,411
243,20190421,487.78,0,0,411
243,20190422,487.59,0,0,411
243,20190423,489.83,0,0,411
243,20190424,490.37,0,0,411
243,20190425,489.05,0,0,411
243,20190426,489.88,0,0,411
243,20190427,487.57,0,0,411
243,20190428,487.62,0,0,411
243,20190429,486.75,0,0,411
243,20190430,488.25,0,0,411
243,20190501,490.31,0,19,392
243,20190502,489.72,0,0,392
243,20190503,491.97,0,0,392
243,20190504,491.18,0,0,392
243,20190505,490.89,0,0,392
243,20190506,491.23,0,0,392
243,20190507,493.34,0,0,392
243,20190508,495.02,0,0,392
243,20190509,493.29,0,0,392
243,20190510,494.03,0,0,392
243,20190511,495.51,0,0,392
243,20190512,493.18,0,0,392
243,20190513,493.58,0,0,392
243,20190514,493.97,0,0,392
243,20190515,496.39,0,0,392
243,20190516,498.03,0,0,392
243,20190517,495.94,0,0,392
243,20190518,496.68,0,0,392
243,20190519,498.82,0,0,392
243,20190520,499.91,0,0,392
243,20190521,499.71,0,0,392
243,20190522,501.31,0,0,392
243,20190523,501.06,0,0,392
243,20190524,502.37,0,0,392
243,20190525,503.57,0,0,392
243,20190526,501.36,0,0,392
243,20190527,502.11,0,0,392
243,20190528,500.1,0,0,392
243,20190529,499.65,0,0,392
243,20190530,498.85,0,0,392
243,20190531,500.6,0,12,380
243,20190601,502.1,0,0,380
243,20190602,502.65,0,0,380
243,20190603,503.96,0,0,380
243,20190604,504.01,0,0,380
243,20190605,502.7,0,0,380
243,20190606,504.36,0,0,380
243,20190607,506.78,0,0,380
243,20190608,508.3,0,0,380
243,20190609,508.96,0,0,380
243,20190610,507.23,0,0,380
243,20190611,505.2,0,0,380
243,20190612,503.53,0,0,380
243,20190613,504.54,0,0,380
243,20190614,507.01,0,0,380
243,20190615,508.38,0,0,380
243,20190616,508.68,0,0,380
243,20190617,507.16,0,0,380
243,20190618,508.48,0,0,380
243,20190619,510.36,0,0,380
243,20190620,508.78,0,0,380
243,20190621,507.71,0,0,380
243,20190622,510.25,0,0,380
243,20190623,508.77,0,0,380
243,20190624,506.88,0,0,380
243,20190625,505.01,0,0,380
243,20190626,502.94,0,0,380
243,20190627,502.94,0,0,380
243,20190628,501.03,0,0,380
243,20190629,499.07,0,0,380
243,20190630,500.72,0,0,380
243,20190701,500.97,0,0,380
243,20190702,501.87,0,0,380
243,20190703,504.33,0,0,380
243,20190704,504.63,0,0,380
243,20190705,502.26,0,0,380
243,20190706,501.66,0,0,380
243,20190707,502.51,0,0,380
243,20190708,503.77,0,0,380
243,20190709,504.02,0,0,380
243,20190710,503.87,0,0,380
243,20190711,504.52,0,0,380
243,20190712,503.36,0,0,380
243,20190713,505.18,0,0,380
243,20190714,505.13,0,0,380
243,20190715,502.7,0,0,380
243,20190716,500.79,0,0,380
243,20190717,502.44,0,0,380
243,20190718,502.14,0,0,380
243,20190719,502.64,0,0,380
243,20190720,504.65,0,0,380
243,20190721,502.38,0,0,380
243,20190722,500.57,0,0,380
243,20190723,500.88,0,0,380
243,20190724,501.48,0,0,380
243,20190725,501.73,0,0,380
243,20190726,504.04,0,0,380
243,20190727,505.3,0,0,380
243,20190728,503.93,0,0,380
243,20190729,503.68,0,0,380
243,20190730,502.87,0,0,380
243,20190731,504.99,0,0,380
243,20190801,505.79,0,0,380
243,20190802,506.7,0,0,380
243,20190803,505.79,0,0,380
243,20190804,506.35,0,0,380
243,20190805,504.12,0,0,380
243,20190806,503.46,0,0,380
243,20190807,505.98,0,0,380
243,20190808,505.88,0,0,380
243,20190809,506.94,0,0,380
243,20190810,507.4,0,0,380
243,20190811,509.18,0,0,380
243,20190812,509.89,0,0,380
243,20190813,511.47,0,0,380
243,20190814,513.36,0,0,380
243,20190815,511.36,0,0,380
243,20190816,509.06,0,0,380
243,20190817,507.07,0,0,380
243,20190818,507.12,0,0,380
243,20190819,507.78,0,0,380
243,20190820,510.12,0,0,380
243,20190821,510.78,0,0,380
243,20190822,510.22,0,0,380
243,20190823,509.51,0,0,380
243,20190824,507.47,0,0,380
243,20190825,505.39,0,0,380
243,20190826,506.75,0,0,380
243,20190827,506.9,0,0,380
243,20190828,508.78,0,0,380
243,20190829,506.74,0,0,380
243,20190830,505.02,0,0,380
243,20190831,502.55,0,0,380
243,20190901,502.45,0,0,380
243,20190902,500.99,0,0,380
243,20190903,499.08,0,0,380
243,20190904,498.84,0,0,380
243,20190905,496.49,0,0,380
243,20190906,497.53,0,0,380
243,20190907,498.18,0,0,380
243,20190908,496.04,0,0,380
243,20190909,494.9,0,0,380
243,20190910,496.08,0,0,380
243,20190911,497.92,0,0,380
243,20190912,497.57,0,0,380
243,20190913,495.23,0,0,380
243,20190914,497.56,0,0,380
243,20190915,495.37,0,0,380
243,20190916,497.35,0,0,380
243,20190917,498.7,0,0,380
243,20190918,498.25,0,0,380
243,20190919,500.54,0,0,380
243,20190920,501.04,0,0,380
243,20190921,499.59,0,0,380
243,20190922,497.54,0,0,380
243,20190923,495.3,0,0,380
243,20190924,493.71,0,0,380
243,20190925,495.64,0,0,380
243,20190926,496.68,0,0,380
243,20190927,498.62,0,0,380
243,20190928,499.17,0,0,380
243,20190929,500.96,0,0,380
243,20190930,499.66,0,9,371
243,20191001,500.51,55,0,426
243,20191002,501.31,0,0,426
243,20191003,501.86,0,0,426
243,20191004,502.21,0,0,426
243,20191005,504.22,0,0,426
243,20191006,506.39,0,0,426
243,20191007,504.01,0,0,426
243,20191008,504.31,0,0,426
243,20191009,503.05,0,0,426
243,20191010,501.69,0,0,426
243,20191011,503.35,0,0,426
243,20191012,505.66,0,0,426
243,20191013,508.19,0,0,426
243,20191014,509.46,0,0,426
243,20191015,510.74,0,0,426
243,20191016,512.22,0,0,426
243,20191017,513.7,0,0,426
243,20191018,514.47,0,0,426
243,20191019,512.16,0,0,426
243,20191020,514.31,0,0,426
243,20191021,514.57,0,0,426
243,20191022,515.29,0,0,426
243,20191023,516.94,0,0,426
243,20191024,518.8,0,0,426
243,20191025,519.42,0,0,426
243,20191026,519.68,0,0,426
243,20191027,518.95,0,0,426
243,20191028,519.26,0,0,426
243,20191029,518.38,0,0,426
243,20191030,517.6,0,18,408
243,20191031,519.57,0,0,408
243,20191101,520.04,0,0,408
243,20191102,519.93,0,0,408
243,20191103,517.54,0,0,408
243,20191104,519.66,0,0,408
243,20191105,518.16,0,0,408
243,20191106,519.61,0,0,408
243,20191107,520.6,0,0,408
243,20191108,518.77,0,0,408
243,20191109,517.84,0,0,408
243,20191110,516.75,0,0,408
243,20191111,516.29,0,0,408
243,20191112,518.87,0,0,408
243,20191113,520.27,0,0,408
243,20191114,521.52,0,0,408
243,20191115,519.59,0,0,408
243,20191116,517.25,0,0,408
243,20191117,517.92,0,0,408
243,20191118,518.8,0,0,408
243,20191119,518.13,0,0,408
243,20191120,520.72,0,0,408
243,20191121,520.93,0,0,408
243,20191122,522.18,0,0,408
243,20191123,520.56,0,0,408
243,20191124,519.88,0,0,408
243,20191125,517.65,0,0,408
243,20191126,515.84,0,0,408
243,20191127,517.85,0,0,408
243,20191128,519.35,0,0,408
243,20191129,518.0,0,408,
243,20191130,516.5,0,17,391
243,20191201,517.01,0,0,391
243,20191202,515.05,0,0,391
243,20191203,512.52,0,0,391
243,20191204,514.22,0,0,391
243,20191205,514.37,0,0,391
243,20191206,512.42,0,0,391
243,20191207,511.44,0,0,391
243,20191208,513.13,0,0,391
243,20191209,511.74,0,0,391
243,20191210,509.8,0,0,391
243,20191211,508.88,0,0,391
243,20191212,509.9,0,0,391
243,20191213,511.68,0,0,391
243,20191214,511.79,0,0,391
243,20191215,512.86,0,0,391
243,20191216,515.02,0,0,391
243,20191217,516.41,0,0,391
243,20191218,515.94,0,0,391
243,20191219,516.41,0,0,391
243,20191220,514.75,0,0,391
243,20191221,515.42,0,0,391
243,20191222,514.13,0,0,391
243,20191223,514.13,0,0,391
243,20191224,513.62,0,0,391
243,20191225,515.52,0,0,391
243,20191226,515.67,0,0,391
243,20191227,516.71,0,0,391
243,20191228,518.0,0,391,
243,20191229,517.32,0,0,391
243,20191230,519.34,0,0,391
243,20191231,518.46,0,0,391
243,20200101,520.9,0,0,391
243,20200102,520.17,0,0,391
243,20200103,519.91,0,0,391
243,20200104,520.37,0,0,391
243,20200105,520.27,0,0,391
243,20200106,521.99,0,0,391
243,20200107,521.2,0,0,391
243,20200108,522.72,0,0,391
243,20200109,520.52,0,0,391
243,20200110,522.45,0,0,391
243,20200111,520.51,0,0,391
243,20200112,521.55,0,0,391
243,20200113,519.99,0,0,391
243,20200114,522.59,0,0,391
243,20200115,521.81,0,0,391
243,20200116,523.42,0,0,391
243,20200117,521.64,0,0,391
243,20200118,521.64,0,0,391
243,20200119,520.44,0,0,391
243,20200120,520.7,0,0,391
243,20200121,518.62,0,0,391
243,20200122,520.28,0,0,391
243,20200123,522.05,0,0,391
243,20200124,523.04,0,0,391
243,20200125,522.78,0,0,391
243,20200126,520.64,0,0,391
243,20200127,520.27,0,0,391
243,20200128,517.88,0,0,391
243,20200129,515.55,0,0,391
243,20200130,514.62,0,0,391
243,20200131,515.03,0,0,391
243,20200201,515.6,0,0,391
243,20200202,515.7,0,0,391
243,20200203,513.69,0,0,391
243,20200204,512.3,0,0,391
243,20200205,513.53,0,0,391
243,20200206,513.64,0,0,391
243,20200207,515.84,0,0,391
243,20200208,513.94,0,0,391
243,20200209,513.73,0,0,391
243,20200210,511.68,0,0,391
243,20200211,511.57,0,0,391
243,20200212,509.32,0,0,391
243,20200213,511.46,0,0,391
243,20200214,513.15,0,0,391
243,20200215,511.81,0,0,391
243,20200216,510.13,0,0,391
243,20200217,510.07,0,0,391
243,20200218,510.79,0,0,391
243,20200219,511.96,0,0,391
243,20200220,513.29,0,0,391
243,20200221,511.5,0,0,391
243,20200222,510.02,0,0,391
243,20200223,511.09,0,0,391
243,20200224,509.45,0,0,391
243,20200225,509.14,0,0,391
243,20200226,506.75,0,0,391
243,20200227,507.46,0,0,391
243,20200228,505.38,0,0,391
243,20200229,503.21,0,0,391
243,20200301,502.0,0,391,
243,20200302,502.45,0,0,391
243,20200303,501.2,0,0,391
243,20200304,499.39,0,0,391
243,20200305,498.24,0,0,391
243,20200306,500.04,0,0,391
243,20200307,498.34,0,0,391
243,20200308,498.49,0,0,391
243,20200309,500.28,0,0,391
243,20200310,498.38,0,0,391
243,20200311,500.72,0,0,391
243,20200312,502.57,0,0,391
243,20200313,501.52,0,0,391
243,20200314,502.72,0,0,391
243,20200315,503.73,0,0,391
243,20200316,506.05,0,0,391
243,20200317,507.92,0,0,391
243,20200318,506.39,0,0,391
243,20200319,506.39,0,0,391
243,20200320,507.51,0,0,391
243,20200321,508.52,0,0,391
243,20200322,506.64,0,0,391
243,20200323,504.26,0,0,391
243,20200324,504.56,0,0,391
243,20200325,502.14,0,0,391
243,20200326,500.38,0,0,391
243,20200327,502.43,0,0,391
243,20200328,502.59,0,0,391
243,20200329,504.65,0,0,391
243,20200330,503.74,0,0,391
243,20200331,506.0,0,391,
243,20200401,504.03,0,0,391
243,20200402,505.34,0,0,391
243,20200403,507.11,0,0,391
243,20200404,507.77,0,0,391
243,20200405,509.7,0,0,391
243,20200406,507.71,0,0,391
243,20200407,507.91,0,0,391
243,20200408,509.23,0,0,391
243,20200409,509.95,0,0,391
243,20200410,508.67,0,0,391
243,20200411,506.18,0,0,391
243,20200412,506.53,0,0,391
243,20200413,507.14,0,0,391
243,20200414,505.82,0,0,391
243,20200415,508.2,0,0,391
243,20200416,508.51,0,0,391
243,20200417,510.54,0,0,391
243,20200418,512.23,0,0,391
243,20200419,511.76,0,0,391
243,20200420,510.59,0,0,391
243,20200421,508.19,0,0,391
243,20200422,509.25,0,0,391
243,20200423,509.15,0,0,391
243,20200424,506.76,0,0,391
243,20200425,505.9,0,0,391
243,20200426,505.49,0,0,391
243,20200427,505.85,0,0,391
243,20200428,507.77,0,0,391
243,20200429,509.85,0,0,391
243,20200430,508.17,0,0,391
243,20200501,510.66,0,0,391
243,20200502,511.73,0,0,391
243,20200503,510.96,0,0,391
243,20200504,512.09,0,0,391
243,20200505,511.58,0,0,391
243,20200506,513.72,0,0,391
243,20200507,514.14,0,0,391
243,20200508,514.39,0,0,391
243,20200509,512.95,0,0,391
243,20200510,510.85,0,0,391
243,20200511,510.34,0,0,391
243,20200512,511.51,0,0,391
243,20200513,509.88,0,0,391
243,20200514,512.07,0,0,391
243,20200515,512.78,0,0,391
243,20200516,512.94,0,0,391
243,20200517,510.78,0,0,391
243,20200518,512.83,0,0,391
243,20200519,515.29,0,0,391
243,20200520,517.66,0,0,391
243,20200521,520.2,0,0,391
243,20200522,518.01,0,0,391
243,20200523,518.43,0,0,391
243,20200524,517.65,0,0,391
243,20200525,516.04,0,0,391
243,20200526,517.23,0,0,391
243,20200527,518.16,0,0,391
243,20200528,519.66,0,0,391
243,20200529,518.68,0,0,391
243,20200530,518.99,0,0,391
243,20200531,517.53,0,0,391
243,20200601,518.93,0,0,391
243,20200602,519.45,0,0,391
243,20200603,517.79,0,0,391
243,20200604,516.86,0,0,391
243,20200605,514.63,0,0,391
243,20200606,514.74,0,0,391
243,20200607,514.58,0,0,391
243,20200608,516.38,0,0,391
243,20200609,514.42,0,0,391
243,20200610,514.83,0,0,391
243,20200611,515.14,0,0,391
243,20200612,515.14,0,0,391
243,20200613,516.12,0,0,391
243,20200614,518.18,0,0,391
243,20200615,519.48,0,0,391
244,20170701,708.72,0,0,438
244,20170702,706.95,0,0,438
244,20170703,710.06,0,0,438
244,20170704,706.58,0,0,438
244,20170705,707.0,0,438,
244,20170706,707.36,0,0,438
244,20170707,705.31,0,0,438
244,20170708,705.02,0,0,438
244,20170709,703.83,0,0,438
244,20170710,700.94,0,0,438
244,20170711,703.81,0,0,438
244,20170712,705.92,0,0,438
244,20170713,708.68,0,0,438
244,20170714,707.26,0,0,438
244,20170715,707.4,0,0,438
244,20170716,704.71,0,0,438
244,20170717,705.56,0,0,438
244,20170718,702.67,0,0,438
244,20170719,705.55,0,0,438
244,20170720,706.11,0,0,438
244,20170721,707.81,0,0,438
244,20170722,706.53,0,0,438
244,20170723,708.58,0,0,438
244,20170724,708.37,0,0,438
244,20170725,706.81,0,0,438
244,20170726,707.59,0,0,438
244,20170727,710.56,0,0,438
244,20170728,709.0,0,438,
244,20170729,708.43,0,0,438
244,20170730,709.35,0,0,438
244,20170731,712.33,0,0,438
244,20170801,709.77,0,0,438
244,20170802,709.98,0,0,438
244,20170803,707.07,0,0,438
244,20170804,708.27,0,0,438
244,20170805,710.89,0,0,438
244,20170806,710.53,0,0,438
244,20170807,708.69,0,0,438
244,20170808,706.14,0,0,438
244,20170809,705.5,0,0,438
244,20170810,703.52,0,0,438
244,20170811,704.86,0,0,438
244,20170812,704.86,0,0,438
244,20170813,704.86,0,0,438
244,20170814,704.09,0,0,438
244,20170815,704.72,0,0,438
244,20170816,701.41,0,0,438
244,20170817,703.44,0,0,438
244,20170818,704.5,0,0,438
244,20170819,707.03,0,0,438
244,20170820,706.54,0,0,438
244,20170821,706.18,0,0,438
244,20170822,703.57,0,0,438
244,20170823,701.46,0,0,438
244,20170824,701.95,0,0,438
244,20170825,698.86,0,0,438
244,20170826,699.35,0,0,438
244,20170827,698.79,0,0,438
244,20170828,700.96,0,0,438
244,20170829,702.5,0,0,438
244,20170830,705.59,0,0,438
244,20170831,706.16,0,0,438
244,20170901,702.7,0,0,438
244,20170902,701.22,0,0,438
244,20170903,701.08,0,0,438
244,20170904,697.72,0,0,438
244,20170905,697.58,0,0,438
244,20170906,699.53,0,0,438
244,20170907,698.06,0,0,438
244,20170908,701.48,0,0,438
244,20170909,703.23,0,0,438
244,20170910,704.78,0,0,438
244,20170911,707.11,0,0,438
244,20170912,709.23,0,0,438
244,20170913,708.17,0,0,438
244,20170914,707.1,0,0,438
244,20170915,706.04,0,0,438
244,20170916,707.1,0,0,438
244,20170917,704.7,0,0,438
244,20170918,706.95,0,0,438
244,20170919,705.68,0,0,438
244,20170920,708.08,0,0,438
244,20170921,711.05,0,0,438
244,20170922,710.77,0,0,438
244,20170923,709.77,0,0,438
244,20170924,711.41,0,0,438
244,20170925,713.18,0,0,438
244,20170926,713.18,0,0,438
244,20170927,712.61,0,0,438
244,20170928,709.98,0,0,438
244,20170929,712.32,0,0,438
244,20170930,714.6,0,0,438
244,20171001,715.89,0,0,438
244,20171002,715.74,0,0,438
244,20171003,718.75,0,0,438
244,20171004,716.74,0,0,438
244,20171005,718.1,0,0,438
244,20171006,717.24,0,0,438
244,20171007,713.94,0,0,438
244,20171008,717.22,0,0,438
244,20171009,715.21,0,0,438
244,20171010,712.92,0,0,438
244,20171011,711.28,0,0,438
244,20171012,710.5,0,0,438
244,20171013,713.34,0,0,438
244,20171014,709.92,0,0,438
244,20171015,712.69,0,0,438
244,20171016,713.62,0,0,438
244,20171017,713.83,0,0,438
244,20171018,716.47,0,0,438
244,20171019,713.53,0,0,438
244,20171020,714.82,0,0,438
244,20171021,717.32,0,0,438
244,20171022,720.83,0,0,438
244,20171023,722.49,0,0,438
244,20171024,719.82,0,0,438
244,20171025,722.91,0,0,438
244,20171026,724.58,0,0,438
244,20171027,724.72,0,0,438
244,20171028,722.4,0,0,438
244,20171029,724.06,0,0,438
244,20171030,720.73,0,0,438
244,20171031,718.5,0,0,438
244,20171101,718.36,0,0,438
244,20171102,720.08,0,0,438
244,20171103,720.3,0,0,438
244,20171104,722.89,0,0,438
244,20171105,723.61,0,0,438
244,20171106,726.29,0,0,438
244,20171107,723.24,0,0,438
244,20171108,721.29,0,0,438
244,20171109,720.78,0,0,438
244,20171110,724.24,0,0,438
244,20171111,725.33,0,0,438
244,20171112,721.85,0,0,438
244,20171113,720.55,0,0,438
244,20171114,722.92,0,0,438
244,20171115,722.49,0,0,438
244,20171116,721.91,0,0,438
244,20171117,721.62,0,0,438
244,20171118,723.64,0,0,438
244,20171119,727.19,0,0,438
244,20171120,724.43,0,0,438
244,20171121,722.76,0,0,438
244,20171122,723.77,0,0,438
244,20171123,723.19,0,0,438
244,20171124,724.42,0,0,438
244,20171125,721.96,0,0,438
244,20171126,718.42,0,0,438
244,20171127,720.36,0,0,438
244,20171128,720.94,0,0,438
244,20171129,720.58,0,0,438
244,20171130,723.53,0,0,438
244,20171201,720.28,0,0,438
244,20171202,717.97,0,0,438
244,20171203,718.9,0,0,438
244,20171204,718.04,0,0,438
244,20171205,715.24,0,0,438
244,20171206,715.67,0,0,438
244,20171207,716.24,0,0,438
244,20171208,717.68,0,0,438
244,20171209,715.16,0,0,438
244,20171210,713.88,0,0,438
244,20171211,713.45,0,0,438
244,20171212,714.59,0,0,438
244,20171213,717.38,0,0,438
244,20171214,718.81,0,0,438
244,20171215,716.08,0,0,438
244,20171216,716.15,0,0,438
244,20171217,713.43,0,0,438
244,20171218,715.64,0,0,438
244,20171219,715.5,0,0,438
244,20171220,712.85,0,0,438
244,20171221,712.57,0,0,438
244,20171222,711.85,0,0,438
244,20171223,709.79,0,0,438
244,20171224,712.77,0,0,438
244,20171225,712.91,0,0,438
244,20171226,711.91,0,0,438
244,20171227,710.42,0,0,438
244,20171228,710.77,0,0,438
244,20171229,713.83,0,0,438
244,20171230,710.62,0,0,438
244,20171231,710.26,0,0,438
244,20180101,709.34,0,0,438
244,20180102,712.39,0,0,438
244,20180103,713.96,0,0,438
244,20180104,711.17,0,0,438
244,20180105,708.9,0,0,438
244,20180106,709.75,0,0,438
244,20180107,712.37,0,0,438
244,20180108,710.52,0,0,438
244,20180109,713.01,0,0,438
244,20180110,716.43,0,0,438
244,20180111,718.87,0,0,438
244,20180112,721.02,0,0,438
244,20180113,723.33,0,0,438
244,20180114,725.14,0,0,438
244,20180115,724.05,0,0,438
244,20180116,725.64,0,0,438
244,20180117,728.18,0,0,438
244,20180118,728.77,0,0,438
244,20180119,728.91,0,0,438
244,20180120,726.87,0,0,438
244,20180121,727.96,0,0,438
244,20180122,726.87,0,0,438
244,20180123,726.22,0,0,438
244,20180124,726.87,0,0,438
244,20180125,729.12,0,0,438
244,20180126,730.95,0,0,438
244,20180127,730.0,0,438,
244,20180128,733.57,0,0,438
244,20180129,731.15,0,0,438
244,20180130,729.4,0,0,438
244,20180131,727.57,0,0,438
244,20180201,725.1,0,0,438
244,20180202,723.5,0,0,438
244,20180203,726.25,0,0,438
244,20180204,724.44,0,0,438
244,20180205,725.67,0,0,438
244,20180206,722.77,0,0,438
244,20180207,720.24,0,0,438
